r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
rise | eyes,"WHEN Envy saw yon Gothic structure rise,",o5089-l26625, She view'd the fabric with malignant eyes:,o5089-l26630,/aɪz/ | /aɪz/,full,<b>a</b><b>a</b>,pers00181,o5089-w0620
eyes | rise, She view'd the fabric with malignant eyes:,o5089-l26630,"WHEN Envy saw yon Gothic structure rise,",o5089-l26625,/aɪz/ | /aɪz/,full,<b>a</b><b>a</b>,pers00181,o5089-w0620
wall | hall," With grief she gazes on the antique wall,",o5089-l26635," The pictur'd windows, and the trophy'd hall. ",o5089-l26640,/ɔːl/ | /ɔːl/,full,<b>a</b><b>a</b>,pers00181,o5089-w0620
hall | wall," The pictur'd windows, and the trophy'd hall. ",o5089-l26640," With grief she gazes on the antique wall,",o5089-l26635,/ɔːl/ | /ɔːl/,full,<b>a</b><b>a</b>,pers00181,o5089-w0620
way | gay,"Thro' well-ranged chambers, next she bends her way,",o5089-l26645," Gloomy, not dark, and chearful, tho' not gay;",o5089-l26650,/eɪ/ | /eɪ/,full,<b>a</b><b>a</b>,pers00181,o5089-w0620
gay | way," Gloomy, not dark, and chearful, tho' not gay;",o5089-l26650,"Thro' well-ranged chambers, next she bends her way,",o5089-l26645,/eɪ/ | /eɪ/,full,<b>a</b><b>a</b>,pers00181,o5089-w0620
bears | wears," Where to the whole, each part proportion bears,",o5089-l26655," And all around, a pleasing aspect wears. ",o5089-l26660,/eəz/ | /eəz/,full,<b>a</b><b>a</b>,pers00181,o5089-w0620
wears | bears," And all around, a pleasing aspect wears. ",o5089-l26660," Where to the whole, each part proportion bears,",o5089-l26655,/eəz/ | /eəz/,full,<b>a</b><b>a</b>,pers00181,o5089-w0620
tend | bend,"Towards the study then her footsteps tend,",o5089-l26665," Where columns rise, and sculptur'd arches bend:",o5089-l26670,/end/ | /end/,full,<b>a</b><b>a</b>,pers00181,o5089-w0620
bend | tend," Where columns rise, and sculptur'd arches bend:",o5089-l26670,"Towards the study then her footsteps tend,",o5089-l26665,/end/ | /end/,full,<b>a</b><b>a</b>,pers00181,o5089-w0620
