r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
speak | greek,"IN Aesop's days, when trees cou'd speak,",o5089-l15805," And talk in Hebrew, Latin, Greek,",o5089-l15810,/iːk/ | /iːk/,full,<b>a</b><b>a</b>,pers00157,o5089-w0250
greek | speak," And talk in Hebrew, Latin, Greek,",o5089-l15810,"IN Aesop's days, when trees cou'd speak,",o5089-l15805,/iːk/ | /iːk/,full,<b>a</b><b>a</b>,pers00157,o5089-w0250
neighbours | labours," An elm and vine, by chance near neighbours,",o5089-l15815," Tho' separate, each pursu'd their labours;",o5089-l15820,/eɪbəz/ | /eɪbəz/,full,<b>a</b><b>a</b>,pers00157,o5089-w0250
labours | neighbours," Tho' separate, each pursu'd their labours;",o5089-l15820," An elm and vine, by chance near neighbours,",o5089-l15815,/eɪbəz/ | /eɪbəz/,full,<b>a</b><b>a</b>,pers00157,o5089-w0250
fraught | draught," The vine, with native sweetness fraught,",o5089-l15825, For man prepar'd the chearing draught;,o5089-l15830,/ɔːt/ | /ɑːft/,half-pararhyme,<b>a</b><b>a</b>,pers00157,o5089-w0250
draught | fraught, For man prepar'd the chearing draught;,o5089-l15830," The vine, with native sweetness fraught,",o5089-l15825,/ɑːft/ | /ɔːt/,half-pararhyme,<b>a</b><b>a</b>,pers00157,o5089-w0250
plain | amain," Her tendrils curl'd along the plain,",o5089-l15835, And ruddy clusters swell'd amain. ,o5089-l15840,/eɪn/ | /eɪn/,full,<b>a</b><b>a</b>,pers00157,o5089-w0250
amain | plain, And ruddy clusters swell'd amain. ,o5089-l15840," Her tendrils curl'd along the plain,",o5089-l15835,/eɪn/ | /eɪn/,full,<b>a</b><b>a</b>,pers00157,o5089-w0250
boast | most,"The tow'ring elm could little boast,",o5089-l15845, But leaves — a barren shade at most;,o5089-l15850,/əʊst/ | /əʊst/,full,<b>a</b><b>a</b>,pers00157,o5089-w0250
most | boast, But leaves — a barren shade at most;,o5089-l15850,"The tow'ring elm could little boast,",o5089-l15845,/əʊst/ | /əʊst/,full,<b>a</b><b>a</b>,pers00157,o5089-w0250
stroke | spoke, Save when by woodman's sturdy stroke,o5089-l15855," Cut down to make a chair, or spoke;",o5089-l15860,/əʊk/ | /əʊk/,full,<b>a</b><b>a</b>,pers00157,o5089-w0250
spoke | stroke," Cut down to make a chair, or spoke;",o5089-l15860, Save when by woodman's sturdy stroke,o5089-l15855,/əʊk/ | /əʊk/,full,<b>a</b><b>a</b>,pers00157,o5089-w0250
merit | spirit," Yet tho' but small his claim to merit,",o5089-l15865," Not wholly void of sense or spirit,",o5089-l15870,/erɪt/ | /ɪrɪt/,half-vowelrhyme,<b>a</b><b>a</b>,pers00157,o5089-w0250
spirit | merit," Not wholly void of sense or spirit,",o5089-l15870," Yet tho' but small his claim to merit,",o5089-l15865,/ɪrɪt/ | /erɪt/,half-vowelrhyme,<b>a</b><b>a</b>,pers00157,o5089-w0250
smiles | toils," His neighbour's worth he view'd with smiles,",o5089-l15875, And long'd to share her useful toils. ,o5089-l15880,/aɪlz/ | /ɔɪlz/,half-pararhyme,<b>a</b><b>a</b>,pers00157,o5089-w0250
toils | smiles, And long'd to share her useful toils. ,o5089-l15880," His neighbour's worth he view'd with smiles,",o5089-l15875,/ɔɪlz/ | /aɪlz/,half-pararhyme,<b>a</b><b>a</b>,pers00157,o5089-w0250
one | alone,"For, ""O! said he, were we but one,",o5089-l15885,"""Sure bliss would enter here alone;",o5089-l15890,/ʌn/ | /əʊn/,half-pararhyme,<b>a</b><b>a</b>,pers00157,o5089-w0250
alone | one,"""Sure bliss would enter here alone;",o5089-l15890,"For, ""O! said he, were we but one,",o5089-l15885,/əʊn/ | /ʌn/,half-pararhyme,<b>a</b><b>a</b>,pers00157,o5089-w0250
high | majesty," ""For I by you encircled high,",o5089-l15895,"""Should scorn the oak's proud majesty,",o5089-l15900,/aɪ/ | /ædʒəsti/,half-pararhyme,<b>a</b><b>a</b>,pers00157,o5089-w0250
majesty | high,"""Should scorn the oak's proud majesty,",o5089-l15900," ""For I by you encircled high,",o5089-l15895,/ædʒəsti/ | /aɪ/,half-pararhyme,<b>a</b><b>a</b>,pers00157,o5089-w0250
mature | secure," ""While your rich fruit time might mature",o5089-l15905,"""From storms and savage beasts secure;",o5089-l15910,/ʊə/ | /ʊə/,full,<b>a</b><b>a</b>,pers00157,o5089-w0250
secure | mature,"""From storms and savage beasts secure;",o5089-l15910," ""While your rich fruit time might mature",o5089-l15905,/ʊə/ | /ʊə/,full,<b>a</b><b>a</b>,pers00157,o5089-w0250
care | pair," ""Our mutual help would soothe our care,",o5089-l15915,"""And heav'n approve the happy pair. """,o5089-l15920,/eə/ | /eə/,full,<b>a</b><b>a</b>,pers00157,o5089-w0250
pair | care,"""And heav'n approve the happy pair. """,o5089-l15920," ""Our mutual help would soothe our care,",o5089-l15915,/eə/ | /eə/,full,<b>a</b><b>a</b>,pers00157,o5089-w0250
replied | denied," ""Forbear, sir elm, the vine reply'd,",o5089-l15925,"""Nor wonder if your suit's deny'd. ",o5089-l15930,/aɪd/ | /aɪd/,full,<b>a</b><b>a</b>,pers00157,o5089-w0250
denied | replied,"""Nor wonder if your suit's deny'd. ",o5089-l15930," ""Forbear, sir elm, the vine reply'd,",o5089-l15925,/aɪd/ | /aɪd/,full,<b>a</b><b>a</b>,pers00157,o5089-w0250
independence | attendance," ""Shall I give up my independence,",o5089-l15935,"""On your caprice to dance attendance? ",o5089-l15940,/endəns/ | /endəns/,full,<b>a</b><b>a</b>,pers00157,o5089-w0250
attendance | independence,"""On your caprice to dance attendance? ",o5089-l15940," ""Shall I give up my independence,",o5089-l15935,/endəns/ | /endəns/,full,<b>a</b><b>a</b>,pers00157,o5089-w0250
twine | incline," ""Must I, or nod, or bend, or twine,",o5089-l15945,"""Just as your worship shall incline? ",o5089-l15950,/aɪn/ | /ɪnklaɪn/,half-vowelrhyme,<b>a</b><b>a</b>,pers00157,o5089-w0250
incline | twine,"""Just as your worship shall incline? ",o5089-l15950," ""Must I, or nod, or bend, or twine,",o5089-l15945,/ɪnklaɪn/ | /aɪn/,half-vowelrhyme,<b>a</b><b>a</b>,pers00157,o5089-w0250
