r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
willing | shilling,"GOOD madam, when ladies are willing,",o5157-l27810,For me I wou'd not give a shilling,o5157-l27820,/ɪlɪŋ/ | /ɪlɪŋ/,full,<b>a</b>b<b>a</b>bcdcd,pers00139,o5157-w0450
fool | rule,A man must needs look like a fool;,o5157-l27815,For one that is kind out of rule.,o5157-l27825,/uːl/ | /uːl/,full,a<b>b</b>a<b>b</b>cdcd,pers00139,o5157-w0450
shilling | willing,For me I wou'd not give a shilling,o5157-l27820,"GOOD madam, when ladies are willing,",o5157-l27810,/ɪlɪŋ/ | /ɪlɪŋ/,full,<b>a</b>b<b>a</b>bcdcd,pers00139,o5157-w0450
rule | fool,For one that is kind out of rule.,o5157-l27825,A man must needs look like a fool;,o5157-l27815,/uːl/ | /uːl/,full,a<b>b</b>a<b>b</b>cdcd,pers00139,o5157-w0450
offer | proffer,"At least you might stay for my offer,",o5157-l27830,"If you've liv'd to these years without proffer,",o5157-l27840,/ɒfə/ | /ɒfə/,full,abab<b>c</b>d<b>c</b>d,pers00139,o5157-w0450
despair | air,"Not snatch like old maids in despair,",o5157-l27835,Your sighs are now lost in the air.,o5157-l27845,/eə/ | /eə/,full,ababc<b>d</b>c<b>d</b>,pers00139,o5157-w0450
proffer | offer,"If you've liv'd to these years without proffer,",o5157-l27840,"At least you might stay for my offer,",o5157-l27830,/ɒfə/ | /ɒfə/,full,abab<b>c</b>d<b>c</b>d,pers00139,o5157-w0450
air | despair,Your sighs are now lost in the air.,o5157-l27845,"Not snatch like old maids in despair,",o5157-l27835,/eə/ | /eə/,full,ababc<b>d</b>c<b>d</b>,pers00139,o5157-w0450
blushing | pushing,"You might leave me to guess by your blushing,",o5157-l27850,"'Tis ours to pursue and be pushing,",o5157-l27860,/ʌʃɪŋ/ | /ʊʃɪŋ/,half-vowelrhyme,<b>a</b>b<b>a</b>bcdcd,pers00139,o5157-w0450
plain | disdain,And not speak the matter so plain;,o5157-l27855,'Tis yours to affect a disdain.,o5157-l27865,/eɪn/ | /eɪn/,full,a<b>b</b>a<b>b</b>cdcd,pers00139,o5157-w0450
pushing | blushing,"'Tis ours to pursue and be pushing,",o5157-l27860,"You might leave me to guess by your blushing,",o5157-l27850,/ʊʃɪŋ/ | /ʌʃɪŋ/,half-vowelrhyme,<b>a</b>b<b>a</b>bcdcd,pers00139,o5157-w0450
disdain | plain,'Tis yours to affect a disdain.,o5157-l27865,And not speak the matter so plain;,o5157-l27855,/eɪn/ | /eɪn/,full,a<b>b</b>a<b>b</b>cdcd,pers00139,o5157-w0450
taking | shaking,"That you're in a pitiful taking,",o5157-l27870,But the fruit that will fall without shaking,o5157-l27880,/eɪkɪŋ/ | /eɪkɪŋ/,full,abab<b>c</b>d<b>c</b>d,pers00139,o5157-w0450
see | me,By all your sweet ogles I see;,o5157-l27875,Indeed is too mellow for me.,o5157-l27885,/iː/ | /iː/,full,ababc<b>d</b>c<b>d</b>,pers00139,o5157-w0450
shaking | taking,But the fruit that will fall without shaking,o5157-l27880,"That you're in a pitiful taking,",o5157-l27870,/eɪkɪŋ/ | /eɪkɪŋ/,full,abab<b>c</b>d<b>c</b>d,pers00139,o5157-w0450
me | see,Indeed is too mellow for me.,o5157-l27885,By all your sweet ogles I see;,o5157-l27875,/iː/ | /iː/,full,ababc<b>d</b>c<b>d</b>,pers00139,o5157-w0450
