r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
sight | night,"WHEN Phoebus's beams are withdrawn from our sight,",o5157-l19330,"We admire his fair sister, the regent of night;",o5157-l19335,/aɪt/ | /aɪt/,full,<b>a</b><b>a</b>,pers00114,o5157-w0270
night | sight,"We admire his fair sister, the regent of night;",o5157-l19335,"WHEN Phoebus's beams are withdrawn from our sight,",o5157-l19330,/aɪt/ | /aɪt/,full,<b>a</b><b>a</b>,pers00114,o5157-w0270
ray | day,"Tho' languid her beauty, tho' feeble her ray,",o5157-l19340,Yet still she's akin to the God of the day.,o5157-l19345,/eɪ/ | /eɪ/,full,<b>a</b><b>a</b>,pers00114,o5157-w0270
day | ray,Yet still she's akin to the God of the day.,o5157-l19345,"Tho' languid her beauty, tho' feeble her ray,",o5157-l19340,/eɪ/ | /eɪ/,full,<b>a</b><b>a</b>,pers00114,o5157-w0270
reign | again,"When Susan, like Cynthia, has finish'd her reign,",o5157-l19350,"Then Charlotte, like Phoebus, shall shine out again.",o5157-l19355,/eɪn/ | /en/,half-pararhyme,<b>a</b><b>a</b>,pers00114,o5157-w0270
again | reign,"Then Charlotte, like Phoebus, shall shine out again.",o5157-l19355,"When Susan, like Cynthia, has finish'd her reign,",o5157-l19350,/en/ | /eɪn/,half-pararhyme,<b>a</b><b>a</b>,pers00114,o5157-w0270
before | adore,As Catholic bigots fall humble before,o5157-l19360,"The pictures of those whom in heart they adore,",o5157-l19365,/ɔː/ | /ɔː/,full,<b>a</b><b>a</b>,pers00114,o5157-w0270
adore | before,"The pictures of those whom in heart they adore,",o5157-l19365,As Catholic bigots fall humble before,o5157-l19360,/ɔː/ | /ɔː/,full,<b>a</b><b>a</b>,pers00114,o5157-w0270
paint | saint,"Which tho' known to be nothing but canvas and paint,",o5157-l19370,Yet are said to enliven their zeal to the saint;,o5157-l19375,/eɪnt/ | /eɪnt/,full,<b>a</b><b>a</b>,pers00114,o5157-w0270
saint | paint,Yet are said to enliven their zeal to the saint;,o5157-l19375,"Which tho' known to be nothing but canvas and paint,",o5157-l19370,/eɪnt/ | /eɪnt/,full,<b>a</b><b>a</b>,pers00114,o5157-w0270
she | thee,"So to Susan I bow, charming Charlotte, for she",o5157-l19380,Has just beauty enough to remind me of thee.,o5157-l19385,/iː/ | /iː/,full,<b>a</b><b>a</b>,pers00114,o5157-w0270
thee | she,Has just beauty enough to remind me of thee.,o5157-l19385,"So to Susan I bow, charming Charlotte, for she",o5157-l19380,/iː/ | /iː/,full,<b>a</b><b>a</b>,pers00114,o5157-w0270
pretence | defence,Inconstant and faithless in love's the pretence,o5157-l19390,On which you arraign me: pray hear my defence.,o5157-l19395,/ens/ | /ens/,full,<b>a</b><b>a</b>,pers00114,o5157-w0270
defence | pretence,On which you arraign me: pray hear my defence.,o5157-l19395,Inconstant and faithless in love's the pretence,o5157-l19390,/ens/ | /ens/,full,<b>a</b><b>a</b>,pers00114,o5157-w0270
redound | found,Such censures as these to my credit redound;,o5157-l19400,"When ven'son and claret are not to be found,",o5157-l19410,/aʊnd/ | /aʊnd/,full,<b>a</b>b<b>a</b>b,pers00114,o5157-w0270
for't | port,"I acknowledge, and thank a good appetite for't,",o5157-l19405,I can make a good meal upon mutton and port.,o5157-l19415,/ɔːt/ | /ɔːt/,full,a<b>b</b>a<b>b</b>,pers00114,o5157-w0270
found | redound,"When ven'son and claret are not to be found,",o5157-l19410,Such censures as these to my credit redound;,o5157-l19400,/aʊnd/ | /aʊnd/,full,<b>a</b>b<b>a</b>b,pers00114,o5157-w0270
port | for't,I can make a good meal upon mutton and port.,o5157-l19415,"I acknowledge, and thank a good appetite for't,",o5157-l19405,/ɔːt/ | /ɔːt/,full,a<b>b</b>a<b>b</b>,pers00114,o5157-w0270
it | it,"Tho' Highclear's so fine that a prince would not scorn it,",o5157-l19420,"Tho' nature and taste have combin'd to adorn it,",o5157-l19425,/ɪt/ | /ɪt/,identical,<b>a</b><b>a</b>,pers00114,o5157-w0270
it | it,"Tho' nature and taste have combin'd to adorn it,",o5157-l19425,"Tho' Highclear's so fine that a prince would not scorn it,",o5157-l19420,/ɪt/ | /ɪt/,identical,<b>a</b><b>a</b>,pers00114,o5157-w0270
severe | year,"Yet the artist that owns it wou'd think it severe,",o5157-l19430,Were a law made to keep him there all round the year.,o5157-l19435,/ɪə/ | /ɪə/,full,<b>a</b><b>a</b>,pers00114,o5157-w0270
year | severe,Were a law made to keep him there all round the year.,o5157-l19435,"Yet the artist that owns it wou'd think it severe,",o5157-l19430,/ɪə/ | /ɪə/,full,<b>a</b><b>a</b>,pers00114,o5157-w0270
look | book,"How enrag'd wou'd the rector of Boscoville look,",o5157-l19440,If the king should enjoin him to read but one book!,o5157-l19445,/ʊk/ | /ʊk/,full,<b>a</b><b>a</b>,pers00114,o5157-w0270
book | look,If the king should enjoin him to read but one book!,o5157-l19445,"How enrag'd wou'd the rector of Boscoville look,",o5157-l19440,/ʊk/ | /ʊk/,full,<b>a</b><b>a</b>,pers00114,o5157-w0270
bemoan | own,"And how would his audience their fortune bemoan,",o5157-l19450,If he gave them no sermons but what were his own!,o5157-l19455,/əʊn/ | /əʊn/,full,<b>a</b><b>a</b>,pers00114,o5157-w0270
own | bemoan,If he gave them no sermons but what were his own!,o5157-l19455,"And how would his audience their fortune bemoan,",o5157-l19450,/əʊn/ | /əʊn/,full,<b>a</b><b>a</b>,pers00114,o5157-w0270
last | taste,"'Tis variety only makes appetite last,",o5157-l19460,And by changing our dishes we quicken our taste.,o5157-l19465,/ɑːst/ | /eɪst/,half-pararhyme,<b>a</b><b>a</b>,pers00114,o5157-w0270
taste | last,And by changing our dishes we quicken our taste.,o5157-l19465,"'Tis variety only makes appetite last,",o5157-l19460,/eɪst/ | /ɑːst/,half-pararhyme,<b>a</b><b>a</b>,pers00114,o5157-w0270
stray | day,"WHILE you, my dear girls, in your paradise stray,",o5157-l20460,"Diverting with innocent freedom the day,",o5157-l20465,/eɪ/ | /eɪ/,full,<b>a</b><b>a</b>,pers00114,o5157-w0310
day | stray,"Diverting with innocent freedom the day,",o5157-l20465,"WHILE you, my dear girls, in your paradise stray,",o5157-l20460,/eɪ/ | /eɪ/,full,<b>a</b><b>a</b>,pers00114,o5157-w0310
land | sand,"I wander alone in a barbarous land,",o5157-l20470,"Half bak'd by the sun, half blind by the sand.",o5157-l20475,/ænd/ | /ænd/,full,<b>a</b><b>a</b>,pers00114,o5157-w0310
sand | land,"Half bak'd by the sun, half blind by the sand.",o5157-l20475,"I wander alone in a barbarous land,",o5157-l20470,/ænd/ | /ænd/,full,<b>a</b><b>a</b>,pers00114,o5157-w0310
sight | night,"Then your wood too and grotto so swim in my sight,",o5157-l20480,They give me no respite by day nor by night;,o5157-l20485,/aɪt/ | /aɪt/,full,<b>a</b><b>a</b>,pers00114,o5157-w0310
night | sight,They give me no respite by day nor by night;,o5157-l20485,"Then your wood too and grotto so swim in my sight,",o5157-l20480,/aɪt/ | /aɪt/,full,<b>a</b><b>a</b>,pers00114,o5157-w0310
you | true,No sooner asleep but I'm dreaming of you;,o5157-l20490,"I am just wak'd from one, — wou'd to God it were true.",o5157-l20495,/uː/ | /uː/,full,<b>a</b><b>a</b>,pers00114,o5157-w0310
true | you,"I am just wak'd from one, — wou'd to God it were true.",o5157-l20495,No sooner asleep but I'm dreaming of you;,o5157-l20490,/uː/ | /uː/,full,<b>a</b><b>a</b>,pers00114,o5157-w0310
grown | own,"Methought I was now a fine gentleman grown,",o5157-l20500,"And had got, Lord knows how, an estate of my own.",o5157-l20505,/əʊn/ | /əʊn/,full,<b>a</b><b>a</b>,pers00114,o5157-w0310
own | grown,"And had got, Lord knows how, an estate of my own.",o5157-l20505,"Methought I was now a fine gentleman grown,",o5157-l20500,/əʊn/ | /əʊn/,full,<b>a</b><b>a</b>,pers00114,o5157-w0310
higher | squire,"Good-bye to plain Tom, I was rais'd a peg higher;",o5157-l20510,"Some call'd me his worship, and others the squire.",o5157-l20515,/aɪə/ | /æə/,half-pararhyme,<b>a</b><b>a</b>,pers00114,o5157-w0310
squire | higher,"Some call'd me his worship, and others the squire.",o5157-l20515,"Good-bye to plain Tom, I was rais'd a peg higher;",o5157-l20510,/æə/ | /aɪə/,half-pararhyme,<b>a</b><b>a</b>,pers00114,o5157-w0310
