r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
ranged | changed,WHOE'ER with curious eye has rang'd,o5155-l20905,"How Jove, incens'd, to monkies chang'd",o5155-l20915,/eɪndʒd/ | /eɪndʒd/,full,<b>a</b>b<b>a</b>b,pers00045,o5155-w0270
seen | men,"Thro' Ovid's tales, has seen",o5155-l20910,A tribe of worthless men.,o5155-l20920,/iːn/ | /en/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00045,o5155-w0270
changed | ranged,"How Jove, incens'd, to monkies chang'd",o5155-l20915,WHOE'ER with curious eye has rang'd,o5155-l20905,/eɪndʒd/ | /eɪndʒd/,full,<b>a</b>b<b>a</b>b,pers00045,o5155-w0270
men | seen,A tribe of worthless men.,o5155-l20920,"Thro' Ovid's tales, has seen",o5155-l20910,/en/ | /iːn/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00045,o5155-w0270
race | face,Repentant soon th' offending race,o5155-l20925,"To give them back the human face,",o5155-l20935,/eɪs/ | /eɪs/,full,<b>a</b>b<b>a</b>b,pers00045,o5155-w0270
power | restore,"Intreat the injur'd pow'r,",o5155-l20930,And reason's aid restore.,o5155-l20940,/aʊə/ | /ɔː/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00045,o5155-w0270
face | race,"To give them back the human face,",o5155-l20935,Repentant soon th' offending race,o5155-l20925,/eɪs/ | /eɪs/,full,<b>a</b>b<b>a</b>b,pers00045,o5155-w0270
restore | power,And reason's aid restore.,o5155-l20940,"Intreat the injur'd pow'r,",o5155-l20930,/ɔː/ | /aʊə/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00045,o5155-w0270
inclined | wind,"Jove, sooth'd at length, his ear inclin'd,",o5155-l20945,But t'other half he bade the wind,o5155-l20955,/aɪnd/ | /ɪnd/,half-pararhyme,<b>a</b>b<b>a</b>b,pers00045,o5155-w0270
prayer | air,And granted half their pray'r;,o5155-l20950,Disperse in empty air.,o5155-l20960,/eɪə/ | /eə/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00045,o5155-w0270
wind | inclined,But t'other half he bade the wind,o5155-l20955,"Jove, sooth'd at length, his ear inclin'd,",o5155-l20945,/ɪnd/ | /aɪnd/,half-pararhyme,<b>a</b>b<b>a</b>b,pers00045,o5155-w0270
air | prayer,Disperse in empty air.,o5155-l20960,And granted half their pray'r;,o5155-l20950,/eə/ | /eɪə/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00045,o5155-w0270
nod | strode,Scarce had the thund'rer giv'n the nod,o5155-l20965,"With haughtier air the creatures strode,",o5155-l20975,/ɒd/ | /əʊd/,half-pararhyme,<b>a</b>b<b>a</b>b,pers00045,o5155-w0270
skies | size,"That shook the vaulted skies,",o5155-l20970,And stretch'd their dwindled size.,o5155-l20980,/aɪz/ | /aɪz/,full,a<b>b</b>a<b>b</b>,pers00045,o5155-w0270
strode | nod,"With haughtier air the creatures strode,",o5155-l20975,Scarce had the thund'rer giv'n the nod,o5155-l20965,/əʊd/ | /ɒd/,half-pararhyme,<b>a</b>b<b>a</b>b,pers00045,o5155-w0270
