r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
power | bower,"BRIGHT God of day, whose genial, power",o5155-l30460,"That spreads with foliage every bower,",o5155-l30470,/aʊə/ | /aʊə/,full,<b>a</b>b<b>a</b>bccdd,pers00043,o5155-w0600
seed | mead,"Revives the buried seed,",o5155-l30465,"With verdure every mead,",o5155-l30475,/iːd/ | /iːd/,full,a<b>b</b>a<b>b</b>ccdd,pers00043,o5155-w0600
bower | power,"That spreads with foliage every bower,",o5155-l30470,"BRIGHT God of day, whose genial, power",o5155-l30460,/aʊə/ | /aʊə/,full,<b>a</b>b<b>a</b>bccdd,pers00043,o5155-w0600
mead | seed,"With verdure every mead,",o5155-l30475,"Revives the buried seed,",o5155-l30465,/iːd/ | /iːd/,full,a<b>b</b>a<b>b</b>ccdd,pers00043,o5155-w0600
fly | sky,"Bid all thy vernal breezes fly,",o5155-l30480,Diffusing mildness thro' the sky;,o5155-l30485,/aɪ/ | /aɪ/,full,abab<b>c</b><b>c</b>dd,pers00043,o5155-w0600
sky | fly,Diffusing mildness thro' the sky;,o5155-l30485,"Bid all thy vernal breezes fly,",o5155-l30480,/aɪ/ | /aɪ/,full,abab<b>c</b><b>c</b>dd,pers00043,o5155-w0600
plains | rains,"Give the soft season to our drooping plains,",o5155-l30490,"Sprinkled with rosy dews, and salutary rains.",o5155-l30495,/eɪnz/ | /eɪnz/,full,ababcc<b>d</b><b>d</b>,pers00043,o5155-w0600
rains | plains,"Sprinkled with rosy dews, and salutary rains.",o5155-l30495,"Give the soft season to our drooping plains,",o5155-l30490,/eɪnz/ | /eɪnz/,full,ababcc<b>d</b><b>d</b>,pers00043,o5155-w0600
severe | year,Enough has Winter's hand severe,o5155-l30500,"Chill'd the fair dawning of the year,",o5155-l30510,/ɪə/ | /ɪə/,full,<b>a</b>b<b>a</b>bccdd,pers00043,o5155-w0600
round | ground,"Hurl'd all his terrors round,",o5155-l30505,And whiten'd all the ground:,o5155-l30515,/aʊnd/ | /aʊnd/,full,a<b>b</b>a<b>b</b>ccdd,pers00043,o5155-w0600
year | severe,"Chill'd the fair dawning of the year,",o5155-l30510,Enough has Winter's hand severe,o5155-l30500,/ɪə/ | /ɪə/,full,<b>a</b>b<b>a</b>bccdd,pers00043,o5155-w0600
ground | round,And whiten'd all the ground:,o5155-l30515,"Hurl'd all his terrors round,",o5155-l30505,/aʊnd/ | /aʊnd/,full,a<b>b</b>a<b>b</b>ccdd,pers00043,o5155-w0600
play | away,"Give but thy vital beams to play,",o5155-l30520,The frozen scenes will melt away;,o5155-l30525,/eɪ/ | /eɪ/,full,abab<b>c</b><b>c</b>dd,pers00043,o5155-w0600
away | play,The frozen scenes will melt away;,o5155-l30525,"Give but thy vital beams to play,",o5155-l30520,/eɪ/ | /eɪ/,full,abab<b>c</b><b>c</b>dd,pers00043,o5155-w0600
hours | flowers,"And, mix in sprightly dance, the blooming Hours",o5155-l30530,"Will 'wake the drowsy Spring, and Spring awake the flowers.",o5155-l30535,/æəz/ | /æəz/,full,ababcc<b>d</b><b>d</b>,pers00043,o5155-w0600
flowers | hours,"Will 'wake the drowsy Spring, and Spring awake the flowers.",o5155-l30535,"And, mix in sprightly dance, the blooming Hours",o5155-l30530,/æəz/ | /æəz/,full,ababcc<b>d</b><b>d</b>,pers00043,o5155-w0600
skies | flies,"Let Health, gay daughter of the skies,",o5155-l30540,And scatter pleasures as she flies,o5155-l30550,/aɪz/ | /aɪz/,full,<b>a</b>b<b>a</b>bccdd,pers00043,o5155-w0600
