r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
prove | jove,"THE LARK, while she her Gratitude to prove,",o3871-l00005," Lauds with her sprightly Notes, immortal Jove",o3871-l00010,/uːv/ | /əʊv/,half-pararhyme,<b>a</b><b>a</b>,pers00296,o3871-w0010
jove | prove," Lauds with her sprightly Notes, immortal Jove",o3871-l00010,"THE LARK, while she her Gratitude to prove,",o3871-l00005,/əʊv/ | /uːv/,half-pararhyme,<b>a</b><b>a</b>,pers00296,o3871-w0010
lays | praise, Shuts not his Ear against the SPARROWS Lays;,o3871-l00015, Whose tuneless Pipe can only chirp his Praise. ,o3871-l00020,/eɪz/ | /eɪz/,full,<b>a</b><b>a</b>,pers00296,o3871-w0010
praise | lays, Whose tuneless Pipe can only chirp his Praise. ,o3871-l00020, Shuts not his Ear against the SPARROWS Lays;,o3871-l00015,/eɪz/ | /eɪz/,full,<b>a</b><b>a</b>,pers00296,o3871-w0010
strung | sung,"Thus I, tho' Learned Bards before have strung",o3871-l00025," Their sounding Lyres, and most divinely Sung,",o3871-l00030,/ʌŋ/ | /ʌŋ/,full,<b>a</b><b>a</b>,pers00296,o3871-w0010
sung | strung," Their sounding Lyres, and most divinely Sung,",o3871-l00030,"Thus I, tho' Learned Bards before have strung",o3871-l00025,/ʌŋ/ | /ʌŋ/,full,<b>a</b><b>a</b>,pers00296,o3871-w0010
own | shown, Fear not the Dictates of my Soul to own;,o3871-l00035," The less of Art, the more of Love is shown:",o3871-l00040,/əʊn/ | /əʊn/,full,<b>a</b><b>a</b>,pers00296,o3871-w0010
shown | own," The less of Art, the more of Love is shown:",o3871-l00040, Fear not the Dictates of my Soul to own;,o3871-l00035,/əʊn/ | /əʊn/,full,<b>a</b><b>a</b>,pers00296,o3871-w0010
muse | excuse," Vouchsafe, Great Prince, to hear my humble Muse,",o3871-l00045, And let my Zeal my Want of Skill excuse. ,o3871-l00050,/uːz/ | /uːz/,full,<b>a</b><b>a</b>,pers00296,o3871-w0010
excuse | muse, And let my Zeal my Want of Skill excuse. ,o3871-l00050," Vouchsafe, Great Prince, to hear my humble Muse,",o3871-l00045,/uːz/ | /uːz/,full,<b>a</b><b>a</b>,pers00296,o3871-w0010
reconcile | isle,"HAIL! Hero born to rule, and reconcile",o3871-l00055, The fatal Discords of our English Isle! ,o3871-l00060,/eknsaɪl/ | /aɪl/,half-vowelrhyme,<b>a</b><b>a</b>,pers00296,o3871-w0010
isle | reconcile, The fatal Discords of our English Isle! ,o3871-l00060,"HAIL! Hero born to rule, and reconcile",o3871-l00055,/aɪl/ | /eknsaɪl/,half-vowelrhyme,<b>a</b><b>a</b>,pers00296,o3871-w0010
rome | doom,"Our pure Religion, long the Mark of Rome,",o3871-l00065, Repriev'd by YOU Escapes her final Doom. ,o3871-l00070,/əʊm/ | /uːm/,half-pararhyme,<b>a</b><b>a</b>,pers00296,o3871-w0010
doom | rome, Repriev'd by YOU Escapes her final Doom. ,o3871-l00070,"Our pure Religion, long the Mark of Rome,",o3871-l00065,/uːm/ | /əʊm/,half-pararhyme,<b>a</b><b>a</b>,pers00296,o3871-w0010
bring | ring,"Innumber'd Joys YOU to Britannia bring,",o3871-l00075, And lo Paeans thro' the Nation ring. ,o3871-l00080,/ɪŋ/ | /ɪŋ/,full,<b>a</b><b>a</b>,pers00296,o3871-w0010
ring | bring, And lo Paeans thro' the Nation ring. ,o3871-l00080,"Innumber'd Joys YOU to Britannia bring,",o3871-l00075,/ɪŋ/ | /ɪŋ/,full,<b>a</b><b>a</b>,pers00296,o3871-w0010
