r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
delay | way,"Dismissed at length, they break through all delay",tgaen-l00710,To tempt the dangers of the doubtful way;,tgaen-l00715,/eɪ/ | /eɪ/,full,<b>a</b><b>a</b>,pers00039,tgaen-wtrgl
way | delay,To tempt the dangers of the doubtful way;,tgaen-l00715,"Dismissed at length, they break through all delay",tgaen-l00710,/eɪ/ | /eɪ/,full,<b>a</b><b>a</b>,pers00039,tgaen-wtrgl
bend | extend,"And first to Ascalon their steps they bend,",tgaen-l00720,Whose walls along the neighbouring sea extend.,tgaen-l00725,/end/ | /end/,full,<b>a</b><b>a</b>,pers00039,tgaen-wtrgl
extend | bend,Whose walls along the neighbouring sea extend.,tgaen-l00725,"And first to Ascalon their steps they bend,",tgaen-l00720,/end/ | /end/,full,<b>a</b><b>a</b>,pers00039,tgaen-wtrgl
shore | roar,"Nor yet in prospect rose the distant shore,",tgaen-l00730,"Scarce the hoarse waves from far were heard to roar,",tgaen-l00735,/ɔː/ | /ɔː/,full,<b>a</b><b>a</b>,pers00039,tgaen-wtrgl
roar | shore,"Scarce the hoarse waves from far were heard to roar,",tgaen-l00735,"Nor yet in prospect rose the distant shore,",tgaen-l00730,/ɔː/ | /ɔː/,full,<b>a</b><b>a</b>,pers00039,tgaen-wtrgl
flood | withstood,When thwart the road a river rolled its flood,tgaen-l00740,"Tempestuous, and all further course withstood:",tgaen-l00745,/ʌd/ | /ʊd/,half-pararhyme,<b>a</b><b>a</b>,pers00039,tgaen-wtrgl
withstood | flood,"Tempestuous, and all further course withstood:",tgaen-l00745,When thwart the road a river rolled its flood,tgaen-l00740,/ʊd/ | /ʌd/,half-pararhyme,<b>a</b><b>a</b>,pers00039,tgaen-wtrgl
disdains | rains,"The torrent-stream his ancient bounds disdains,",tgaen-l00750,Swoll'n with new force and late-descending rains.,tgaen-l00755,/eɪnz/ | /eɪnz/,full,<b>a</b><b>a</b>,pers00039,tgaen-wtrgl
rains | disdains,Swoll'n with new force and late-descending rains.,tgaen-l00755,"The torrent-stream his ancient bounds disdains,",tgaen-l00750,/eɪnz/ | /eɪnz/,full,<b>a</b><b>a</b>,pers00039,tgaen-wtrgl
appears | years,"Irresolute they stand, when lo! appears",tgaen-l00760,"The wondrous sage: vigorous he seemed in years,",tgaen-l00765,/ɪəz/ | /ɪəz/,full,<b>a</b><b>a</b>,pers00039,tgaen-wtrgl
years | appears,"The wondrous sage: vigorous he seemed in years,",tgaen-l00765,"Irresolute they stand, when lo! appears",tgaen-l00760,/ɪəz/ | /ɪəz/,full,<b>a</b><b>a</b>,pers00039,tgaen-wtrgl
flows | snows,Awful his mien; low as his feet there flows,tgaen-l00770,"A vestment unadorned, though white as new-fall'n snows;",tgaen-l00775,/əʊz/ | /əʊz/,full,<b>a</b><b>a</b>,pers00039,tgaen-wtrgl
snows | flows,"A vestment unadorned, though white as new-fall'n snows;",tgaen-l00775,Awful his mien; low as his feet there flows,tgaen-l00770,/əʊz/ | /əʊz/,full,<b>a</b><b>a</b>,pers00039,tgaen-wtrgl
trod | rod,"Against the stream the waves secure he trod,",tgaen-l00780,"His head a chaplet bore, his hand a rod.",tgaen-l00785,/ɒd/ | /ɒd/,full,<b>a</b><b>a</b>,pers00039,tgaen-wtrgl
rod | trod,"His head a chaplet bore, his hand a rod.",tgaen-l00785,"Against the stream the waves secure he trod,",tgaen-l00780,/ɒd/ | /ɒd/,full,<b>a</b><b>a</b>,pers00039,tgaen-wtrgl
reigns | chains,As on the Rhine when Boreas' fury reigns,tgaen-l00790,"And winter binds the floods in icy chains,",tgaen-l00795,/eɪnz/ | /eɪnz/,full,<b>a</b><b>a</b>,pers00039,tgaen-wtrgl
chains | reigns,"And winter binds the floods in icy chains,",tgaen-l00795,As on the Rhine when Boreas' fury reigns,tgaen-l00790,/eɪnz/ | /eɪnz/,full,<b>a</b><b>a</b>,pers00039,tgaen-wtrgl
play | way,"Swift shoots the village-maid in rustic play,",tgaen-l00800,"Smooth, without step, adown the shining way,",tgaen-l00805,/eɪ/ | /eɪ/,full,<b>a</b><b>a</b>,pers00039,tgaen-wtrgl
way | play,"Smooth, without step, adown the shining way,",tgaen-l00805,"Swift shoots the village-maid in rustic play,",tgaen-l00800,/eɪ/ | /eɪ/,full,<b>a</b><b>a</b>,pers00039,tgaen-wtrgl
glide | tide,"Fearless in long excursion loves to glide,",tgaen-l00810,And sports and wantons o'er the frozen tide;,tgaen-l00815,/aɪd/ | /aɪd/,full,<b>a</b><b>a</b>,pers00039,tgaen-wtrgl
tide | glide,And sports and wantons o'er the frozen tide;,tgaen-l00815,"Fearless in long excursion loves to glide,",tgaen-l00810,/aɪd/ | /aɪd/,full,<b>a</b><b>a</b>,pers00039,tgaen-wtrgl
plain | main,"So moved the seer, but on no hardened plain:",tgaen-l00820,The river boiled beneath and rushed towards the main.,tgaen-l00825,/eɪn/ | /eɪn/,full,<b>a</b><b>a</b>,pers00039,tgaen-wtrgl
main | plain,The river boiled beneath and rushed towards the main.,tgaen-l00825,"So moved the seer, but on no hardened plain:",tgaen-l00820,/eɪn/ | /eɪn/,full,<b>a</b><b>a</b>,pers00039,tgaen-wtrgl
pair | care,Where fixed in wonder stood the warlike pair,tgaen-l00830,His course he turned and thus relieved their care:,tgaen-l00835,/eə/ | /eə/,full,<b>a</b><b>a</b>,pers00039,tgaen-wtrgl
care | pair,His course he turned and thus relieved their care:,tgaen-l00835,Where fixed in wonder stood the warlike pair,tgaen-l00830,/eə/ | /eə/,full,<b>a</b><b>a</b>,pers00039,tgaen-wtrgl
toil | soil,"'Vast, O my friends, and difficult the toil",tgaen-l00840,To seek your hero in a distant soil!,tgaen-l00845,/ɔɪl/ | /ɔɪl/,full,<b>a</b><b>a</b>,pers00039,tgaen-wtrgl
soil | toil,To seek your hero in a distant soil!,tgaen-l00845,"'Vast, O my friends, and difficult the toil",tgaen-l00840,/ɔɪl/ | /ɔɪl/,full,<b>a</b><b>a</b>,pers00039,tgaen-wtrgl
need | speed,"No common helps, no common guide, ye need,",tgaen-l00850,Art it requires and more than winged speed.,tgaen-l00855,/iːd/ | /iːd/,full,<b>a</b><b>a</b>,pers00039,tgaen-wtrgl
speed | need,Art it requires and more than winged speed.,tgaen-l00855,"No common helps, no common guide, ye need,",tgaen-l00850,/iːd/ | /iːd/,full,<b>a</b><b>a</b>,pers00039,tgaen-wtrgl
lands | sands,"What length of sea remains, what various lands,",tgaen-l00860,"Oceans unknown, inhospitable sands!",tgaen-l00865,/ændz/ | /ændz/,full,<b>a</b><b>a</b>,pers00039,tgaen-wtrgl
sands | lands,"Oceans unknown, inhospitable sands!",tgaen-l00865,"What length of sea remains, what various lands,",tgaen-l00860,/ændz/ | /ændz/,full,<b>a</b><b>a</b>,pers00039,tgaen-wtrgl
hurled | world,For adverse fate the captive chief has hurled,tgaen-l00870,Beyond the confines of our narrow world.,tgaen-l00875,/ɜːld/ | /ɜːld/,full,<b>a</b><b>a</b>,pers00039,tgaen-wtrgl
