r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
event | vent,"HOW shall my pen make known the sad event,",o4039-l06200," In what expressions give the tidings vent,",o4039-l06210,/ent/ | /ent/,full,<b>a</b>b<b>a</b>b,pers00289,o4039-w0220
sustained | pained," How tell the loss, O, earth, by thee sustain'd;",o4039-l06205," Of which the thought, my soul, so oft has pain'd? ",o4039-l06215,/eɪnd/ | /eɪnd/,full,a<b>b</b>a<b>b</b>,pers00289,o4039-w0220
vent | event," In what expressions give the tidings vent,",o4039-l06210,"HOW shall my pen make known the sad event,",o4039-l06200,/ent/ | /ent/,full,<b>a</b>b<b>a</b>b,pers00289,o4039-w0220
pained | sustained," Of which the thought, my soul, so oft has pain'd? ",o4039-l06215," How tell the loss, O, earth, by thee sustain'd;",o4039-l06205,/eɪnd/ | /eɪnd/,full,a<b>b</b>a<b>b</b>,pers00289,o4039-w0220
mad | add,"Why wilt thou, torturing reflection, mad",o4039-l06220, Blessings which only to the anguish add;,o4039-l06230,/æd/ | /æd/,full,<b>a</b>b<b>a</b>b,pers00289,o4039-w0220
past | last, Each fond idea of the blessings past;,o4039-l06225," O, did their pleasing efficacy last! ",o4039-l06235,/ɑːst/ | /ɑːst/,full,a<b>b</b>a<b>b</b>,pers00289,o4039-w0220
add | mad, Blessings which only to the anguish add;,o4039-l06230,"Why wilt thou, torturing reflection, mad",o4039-l06220,/æd/ | /æd/,full,<b>a</b>b<b>a</b>b,pers00289,o4039-w0220
last | past," O, did their pleasing efficacy last! ",o4039-l06235, Each fond idea of the blessings past;,o4039-l06225,/ɑːst/ | /ɑːst/,full,a<b>b</b>a<b>b</b>,pers00289,o4039-w0220
years | rears,"Think of his tender op'ning unfledg'd years,",o4039-l06240," As Fate had grudg'd the wonders Nature rears,",o4039-l06250,/ɪəz/ | /ɪəz/,full,<b>a</b>b<b>a</b>b,pers00289,o4039-w0220
mature | immure, Brought to a final crisis 'ere mature:,o4039-l06245, Bright genius in oblivion to immure. ,o4039-l06255,/ʊə/ | /ʊə/,full,a<b>b</b>a<b>b</b>,pers00289,o4039-w0220
rears | years," As Fate had grudg'd the wonders Nature rears,",o4039-l06250,"Think of his tender op'ning unfledg'd years,",o4039-l06240,/ɪəz/ | /ɪəz/,full,<b>a</b>b<b>a</b>b,pers00289,o4039-w0220
immure | mature, Bright genius in oblivion to immure. ,o4039-l06255, Brought to a final crisis 'ere mature:,o4039-l06245,/ʊə/ | /ʊə/,full,a<b>b</b>a<b>b</b>,pers00289,o4039-w0220
bewail | avail,"Weep, Nature, weep, the mighty loss bewail,",o4039-l06260," O, could but tears or plaintive sighs avail,",o4039-l06270,/eɪl/ | /eɪl/,full,<b>a</b>b<b>a</b>b,pers00289,o4039-w0220
dead | bed, The wonder of our drooping isle is dead;,o4039-l06265, By night and day would I bedew my bed. ,o4039-l06275,/ed/ | /ed/,full,a<b>b</b>a<b>b</b>,pers00289,o4039-w0220
avail | bewail," O, could but tears or plaintive sighs avail,",o4039-l06270,"Weep, Nature, weep, the mighty loss bewail,",o4039-l06260,/eɪl/ | /eɪl/,full,<b>a</b>b<b>a</b>b,pers00289,o4039-w0220
bed | dead, By night and day would I bedew my bed. ,o4039-l06275, The wonder of our drooping isle is dead;,o4039-l06265,/ed/ | /ed/,full,a<b>b</b>a<b>b</b>,pers00289,o4039-w0220
due | view,"O, give his mem'ry reverential due,",o4039-l06280," Still hold his many virtues in your view,",o4039-l06290,/uː/ | /uː/,full,<b>a</b>b<b>a</b>b,pers00289,o4039-w0220
demands | hands, His worth a tributary tear demands:,o4039-l06285, Then must a free-will offering 'scape your hands. ,o4039-l06295,/ɑːndz/ | /ændz/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00289,o4039-w0220
view | due," Still hold his many virtues in your view,",o4039-l06290,"O, give his mem'ry reverential due,",o4039-l06280,/uː/ | /uː/,full,<b>a</b>b<b>a</b>b,pers00289,o4039-w0220
hands | demands, Then must a free-will offering 'scape your hands. ,o4039-l06295, His worth a tributary tear demands:,o4039-l06285,/ændz/ | /ɑːndz/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00289,o4039-w0220
