r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
great | state,"PRINCES, my fair, unfortunately great,",o4987-l22460," Born to the pompous vassalage of state,",o4987-l22465,/eɪt/ | /eɪt/,full,<b>a</b><b>a</b>,pers00220,o4987-w0740
state | great," Born to the pompous vassalage of state,",o4987-l22465,"PRINCES, my fair, unfortunately great,",o4987-l22460,/eɪt/ | /eɪt/,full,<b>a</b><b>a</b>,pers00220,o4987-w0740
sly | tie," Whene'er the public calls, are doom'd to sly",o4987-l22470," Domestic bliss, and break the private tie. ",o4987-l22475,/aɪ/ | /aɪ/,full,<b>a</b><b>a</b>,pers00220,o4987-w0740
tie | sly," Domestic bliss, and break the private tie. ",o4987-l22475," Whene'er the public calls, are doom'd to sly",o4987-l22470,/aɪ/ | /aɪ/,full,<b>a</b><b>a</b>,pers00220,o4987-w0740
bear | care,"Fame pays with empty breath the toils they bear,",o4987-l22480, And love's soft joys are chang'd for glorious care;,o4987-l22485,/eə/ | /eə/,full,<b>a</b><b>a</b>,pers00220,o4987-w0740
care | bear, And love's soft joys are chang'd for glorious care;,o4987-l22485,"Fame pays with empty breath the toils they bear,",o4987-l22480,/eə/ | /eə/,full,<b>a</b><b>a</b>,pers00220,o4987-w0740
hour | dower," Yet conscious virtue, in the silent hour,",o4987-l22490, Rewards the hero with a noble dower. ,o4987-l22495,/æə/ | /aʊə/,half-pararhyme,<b>a</b><b>a</b>,pers00220,o4987-w0740
dower | hour, Rewards the hero with a noble dower. ,o4987-l22495," Yet conscious virtue, in the silent hour,",o4987-l22490,/aʊə/ | /æə/,half-pararhyme,<b>a</b><b>a</b>,pers00220,o4987-w0740
sea | thee,"For this alone I dar'd the roaring sea,",o4987-l22500," Yet more, for this I dar'd to part with thee. ",o4987-l22505,/iː/ | /iː/,full,<b>a</b><b>a</b>,pers00220,o4987-w0740
thee | sea," Yet more, for this I dar'd to part with thee. ",o4987-l22505,"For this alone I dar'd the roaring sea,",o4987-l22500,/iː/ | /iː/,full,<b>a</b><b>a</b>,pers00220,o4987-w0740
flame | claim,"But while my bosom feels the nobler flame,",o4987-l22510," Still unreprov'd, it owns thy gentler claim. ",o4987-l22515,/eɪm/ | /eɪm/,full,<b>a</b><b>a</b>,pers00220,o4987-w0740
claim | flame," Still unreprov'd, it owns thy gentler claim. ",o4987-l22515,"But while my bosom feels the nobler flame,",o4987-l22510,/eɪm/ | /eɪm/,full,<b>a</b><b>a</b>,pers00220,o4987-w0740
approves | loves,"Tho' virtue's awful form my soul approves,",o4987-l22520," 'Tis thine, thine only, Zara, that it loves. ",o4987-l22525,/uːvz/ | /ʌvz/,half-pararhyme,<b>a</b><b>a</b>,pers00220,o4987-w0740
loves | approves," 'Tis thine, thine only, Zara, that it loves. ",o4987-l22525,"Tho' virtue's awful form my soul approves,",o4987-l22520,/ʌvz/ | /uːvz/,half-pararhyme,<b>a</b><b>a</b>,pers00220,o4987-w0740
one | shun,"A private lot had made the claim but one,",o4987-l22530," The prince alone must love, for virtue, shun. ",o4987-l22535,/ʌn/ | /ʌn/,full,<b>a</b><b>a</b>,pers00220,o4987-w0740
shun | one," The prince alone must love, for virtue, shun. ",o4987-l22535,"A private lot had made the claim but one,",o4987-l22530,/ʌn/ | /ʌn/,full,<b>a</b><b>a</b>,pers00220,o4987-w0740
crowd | disallowed,"Ah! why distinguish'd from the happier crowd,",o4987-l22540, To me the bliss of millions disallow'd? ,o4987-l22545,/aʊd/ | /aʊd/,full,<b>a</b><b>a</b>,pers00220,o4987-w0740
disallowed | crowd, To me the bliss of millions disallow'd? ,o4987-l22545,"Ah! why distinguish'd from the happier crowd,",o4987-l22540,/aʊd/ | /aʊd/,full,<b>a</b><b>a</b>,pers00220,o4987-w0740
sway | way,"Why was I singled for imperial sway,",o4987-l22550, Since love and duty point a different way? ,o4987-l22555,/eɪ/ | /eɪ/,full,<b>a</b><b>a</b>,pers00220,o4987-w0740
way | sway, Since love and duty point a different way? ,o4987-l22555,"Why was I singled for imperial sway,",o4987-l22550,/eɪ/ | /eɪ/,full,<b>a</b><b>a</b>,pers00220,o4987-w0740
decreed | bleed,"Fix'd the dread voyage, and the day decreed,",o4987-l22560," When, duty's victim, love was doom'd to bleed,",o4987-l22565,/iːd/ | /iːd/,full,<b>a</b><b>a</b>,pers00220,o4987-w0740
bleed | decreed," When, duty's victim, love was doom'd to bleed,",o4987-l22565,"Fix'd the dread voyage, and the day decreed,",o4987-l22560,/iːd/ | /iːd/,full,<b>a</b><b>a</b>,pers00220,o4987-w0740
renew | adieu," Too well my memory can these scenes renew,",o4987-l22570," We met to sigh, to weep our last adieu. ",o4987-l22575,/uː/ | /uː/,full,<b>a</b><b>a</b>,pers00220,o4987-w0740
adieu | renew," We met to sigh, to weep our last adieu. ",o4987-l22575," Too well my memory can these scenes renew,",o4987-l22570,/uː/ | /uː/,full,<b>a</b><b>a</b>,pers00220,o4987-w0740
shade | made,"That conscious palm, beneath whose towering shade",o4987-l22580, So oft our vows of mutual love were made;,o4987-l22585,/eɪd/ | /eɪd/,full,<b>a</b><b>a</b>,pers00220,o4987-w0740
made | shade, So oft our vows of mutual love were made;,o4987-l22585,"That conscious palm, beneath whose towering shade",o4987-l22580,/eɪd/ | /eɪd/,full,<b>a</b><b>a</b>,pers00220,o4987-w0740
joy | employ," Where hope so oft anticipated joy,",o4987-l22590, And plann'd of future years the best employ;,o4987-l22595,/ɔɪ/ | /ɔɪ/,full,<b>a</b><b>a</b>,pers00220,o4987-w0740
