r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
said | wed,"DAN Petrarch of old, it has often been said,",o5089-l23960," By some Cardinal urg'd, his fair Laura to wed,",o5089-l23965,/ed/ | /ed/,full,<b>a</b><b>a</b>,pers00164,o5089-w0510
wed | said," By some Cardinal urg'd, his fair Laura to wed,",o5089-l23965,"DAN Petrarch of old, it has often been said,",o5089-l23960,/ed/ | /ed/,full,<b>a</b><b>a</b>,pers00164,o5089-w0510
was | parnass'," With an offer of fortune (and well-tim'd it was,",o5089-l23970, For poets have seldom much rent from Parnass'),o5089-l23975,/ɒz/ | /ɑːnæs/,half-pararhyme,<b>a</b><b>a</b>,pers00164,o5089-w0510
parnass' | was, For poets have seldom much rent from Parnass'),o5089-l23975," With an offer of fortune (and well-tim'd it was,",o5089-l23970,/ɑːnæs/ | /ɒz/,half-pararhyme,<b>a</b><b>a</b>,pers00164,o5089-w0510
reason | season," Cried, my lord you'll excuse me, but I have a reason",o5089-l23980, Why even this offer becomes out of season;,o5089-l23985,/iːzn/ | /iːzn/,full,<b>a</b><b>a</b>,pers00164,o5089-w0510
season | reason, Why even this offer becomes out of season;,o5089-l23985," Cried, my lord you'll excuse me, but I have a reason",o5089-l23980,/iːzn/ | /iːzn/,full,<b>a</b><b>a</b>,pers00164,o5089-w0510
press | guess," I've a new book of sonnets just ripe for the press,",o5089-l23990," Upon the same plan as the last, you may guess;",o5089-l23995,/es/ | /es/,full,<b>a</b><b>a</b>,pers00164,o5089-w0510
guess | press," Upon the same plan as the last, you may guess;",o5089-l23995," I've a new book of sonnets just ripe for the press,",o5089-l23990,/es/ | /es/,full,<b>a</b><b>a</b>,pers00164,o5089-w0510
goddess | bodice," I have there, all along, made my Laura a goddess,",o5089-l24000," And Venus, to please me, has lent her the boddice;",o5089-l24005,/ɒdes/ | /ɒdɪs/,half-pararhyme,<b>a</b><b>a</b>,pers00164,o5089-w0510
bodice | goddess," And Venus, to please me, has lent her the boddice;",o5089-l24005," I have there, all along, made my Laura a goddess,",o5089-l24000,/ɒdɪs/ | /ɒdes/,half-pararhyme,<b>a</b><b>a</b>,pers00164,o5089-w0510
boot | out," While Hebe, Minerva, and twenty to boot,",o5089-l24010, With gifts all celestial have trick'd me her out. ,o5089-l24015,/uːt/ | /aʊt/,half-pararhyme,<b>a</b><b>a</b>,pers00164,o5089-w0510
out | boot, With gifts all celestial have trick'd me her out. ,o5089-l24015," While Hebe, Minerva, and twenty to boot,",o5089-l24010,/aʊt/ | /uːt/,half-pararhyme,<b>a</b><b>a</b>,pers00164,o5089-w0510
destroy | sky,"Now marriage, my lord, the whole charm would destroy,",o5089-l24020," And hurl her divinity quite from the sky,",o5089-l24025,/ɔɪ/ | /aɪ/,half-pararhyme,<b>a</b><b>a</b>,pers00164,o5089-w0510
sky | destroy," And hurl her divinity quite from the sky,",o5089-l24025,"Now marriage, my lord, the whole charm would destroy,",o5089-l24020,/aɪ/ | /ɔɪ/,half-pararhyme,<b>a</b><b>a</b>,pers00164,o5089-w0510
woman | man," To my cost I should find her no more than a woman,",o5089-l24030," And my sonnets, alas! would gain credit with no man. ",o5089-l24035,/ʊmən/ | /æn/,half-pararhyme,<b>a</b><b>a</b>,pers00164,o5089-w0510
man | woman," And my sonnets, alas! would gain credit with no man. ",o5089-l24035," To my cost I should find her no more than a woman,",o5089-l24030,/æn/ | /ʊmən/,half-pararhyme,<b>a</b><b>a</b>,pers00164,o5089-w0510
