r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
hear it | merit,'TIS so — tho' we're surpriz'd to hear it:,o5157-l37365,The laurel is bestow'd on merit.,o5157-l37370,/ɪəɪthɪəɪt/ | /erɪt/,half-pararhyme,<b>a</b><b>a</b>,pers00041,o5157-w0830
merit | hear it,The laurel is bestow'd on merit.,o5157-l37370,'TIS so — tho' we're surpriz'd to hear it:,o5157-l37365,/erɪt/ | /ɪəɪthɪəɪt/,half-pararhyme,<b>a</b><b>a</b>,pers00041,o5157-w0830
voice | choice,How hush'd is ev'ry envious voice!,o5157-l37375,"Confounded by so just a choice,",o5157-l37380,/ɔɪs/ | /ɔɪs/,full,<b>a</b><b>a</b>,pers00041,o5157-w0830
choice | voice,"Confounded by so just a choice,",o5157-l37380,How hush'd is ev'ry envious voice!,o5157-l37375,/ɔɪs/ | /ɔɪs/,full,<b>a</b><b>a</b>,pers00041,o5157-w0830
prepared | bard,Tho' by prescriptive right prepar'd,o5157-l37385,To libel the selected bard.,o5157-l37390,/eəd/ | /ɑːd/,half-pararhyme,<b>a</b><b>a</b>,pers00041,o5157-w0830
bard | prepared,To libel the selected bard.,o5157-l37390,Tho' by prescriptive right prepar'd,o5157-l37385,/ɑːd/ | /eəd/,half-pararhyme,<b>a</b><b>a</b>,pers00041,o5157-w0830
fate | state,But as you see the statesman's fate,o5157-l37395,"In this our democratic state,",o5157-l37400,/eɪt/ | /eɪt/,full,<b>a</b><b>a</b>,pers00041,o5157-w0830
state | fate,"In this our democratic state,",o5157-l37400,But as you see the statesman's fate,o5157-l37395,/eɪt/ | /eɪt/,full,<b>a</b><b>a</b>,pers00041,o5157-w0830
guard | card,Whom virtue strives in vain to guard,o5157-l37405,From the rude pamphlet and the card;,o5157-l37410,/ɑːd/ | /ɑːd/,full,<b>a</b><b>a</b>,pers00041,o5157-w0830
card | guard,From the rude pamphlet and the card;,o5157-l37410,Whom virtue strives in vain to guard,o5157-l37405,/ɑːd/ | /ɑːd/,full,<b>a</b><b>a</b>,pers00041,o5157-w0830
pindus | behind us,You'll find the demagogues of Pindus,o5157-l37415,In envy not a jot behind us:,o5157-l37420,/ɪndəs/ | /aɪndʌs/,half-pararhyme,<b>a</b><b>a</b>,pers00041,o5157-w0830
behind us | pindus,In envy not a jot behind us:,o5157-l37420,You'll find the demagogues of Pindus,o5157-l37415,/aɪndʌs/ | /ɪndəs/,half-pararhyme,<b>a</b><b>a</b>,pers00041,o5157-w0830
politician | opposition,For each Aonian politician,o5157-l37425,"(Whose element is opposition,)",o5157-l37430,/ɪʃn/ | /ɪʃn/,full,<b>a</b><b>a</b>,pers00041,o5157-w0830
opposition | politician,"(Whose element is opposition,)",o5157-l37430,For each Aonian politician,o5157-l37425,/ɪʃn/ | /ɪʃn/,full,<b>a</b><b>a</b>,pers00041,o5157-w0830
surpass us | parnassus,"Will shew how greatly they surpass us,",o5157-l37435,In gall and wormwood at Parnassus.,o5157-l37440,/ɑːsʌs/ | /ɑːnæsəs/,half-vowelrhyme,<b>a</b><b>a</b>,pers00041,o5157-w0830
parnassus | surpass us,In gall and wormwood at Parnassus.,o5157-l37440,"Will shew how greatly they surpass us,",o5157-l37435,/ɑːnæsəs/ | /ɑːsʌs/,half-vowelrhyme,<b>a</b><b>a</b>,pers00041,o5157-w0830
spirit | merit,Thus as the same detracting spirit,o5157-l37445,"Attends on all distinguish'd merit,",o5157-l37450,/ɪrɪt/ | /erɪt/,half-vowelrhyme,<b>a</b><b>a</b>,pers00041,o5157-w0830
merit | spirit,"Attends on all distinguish'd merit,",o5157-l37450,Thus as the same detracting spirit,o5157-l37445,/erɪt/ | /ɪrɪt/,half-vowelrhyme,<b>a</b><b>a</b>,pers00041,o5157-w0830
quarrel | laurel,"When 'tis your turn, observe, the quarrel",o5157-l37455,"Is not with you, but with the laurel.",o5157-l37460,/ɒrl/ | /ɒrl/,full,<b>a</b><b>a</b>,pers00041,o5157-w0830
laurel | quarrel,"Is not with you, but with the laurel.",o5157-l37460,"When 'tis your turn, observe, the quarrel",o5157-l37455,/ɒrl/ | /ɒrl/,full,<b>a</b><b>a</b>,pers00041,o5157-w0830
brow | bough,"Suppose that laurel on your brow,",o5157-l37465,"For cypress chang'd, funereal bough!",o5157-l37470,/aʊ/ | /aʊ/,full,<b>a</b><b>a</b>,pers00041,o5157-w0830
bough | brow,"For cypress chang'd, funereal bough!",o5157-l37470,"Suppose that laurel on your brow,",o5157-l37465,/aʊ/ | /aʊ/,full,<b>a</b><b>a</b>,pers00041,o5157-w0830
turn | mourn,See all things take a diff'rent turn!,o5157-l37475,"The very critics sweetly mourn,",o5157-l37480,/ɜːn/ | /ɔːn/,half-pararhyme,<b>a</b><b>a</b>,pers00041,o5157-w0830
mourn | turn,"The very critics sweetly mourn,",o5157-l37480,See all things take a diff'rent turn!,o5157-l37475,/ɔːn/ | /ɜːn/,half-pararhyme,<b>a</b><b>a</b>,pers00041,o5157-w0830
sting | sing,And leave their satire's pois'nous sting,o5157-l37485,In plaintive elegies to sing:,o5157-l37490,/ɪŋ/ | /ɪŋ/,full,<b>a</b><b>a</b>,pers00041,o5157-w0830
sing | sting,In plaintive elegies to sing:,o5157-l37490,And leave their satire's pois'nous sting,o5157-l37485,/ɪŋ/ | /ɪŋ/,full,<b>a</b><b>a</b>,pers00041,o5157-w0830
dirge | verge,With solemn threnody and dirge,o5157-l37495,Conduct you to Elysium's verge.,o5157-l37500,/ɜːdʒ/ | /ɜːdʒ/,full,<b>a</b><b>a</b>,pers00041,o5157-w0830
verge | dirge,Conduct you to Elysium's verge.,o5157-l37500,With solemn threnody and dirge,o5157-l37495,/ɜːdʒ/ | /ɜːdʒ/,full,<b>a</b><b>a</b>,pers00041,o5157-w0830
dean | scene,At Westminster the surplic'd dean,o5157-l37505,The sad but honorable scene,o5157-l37510,/iːn/ | /iːn/,full,<b>a</b><b>a</b>,pers00041,o5157-w0830
scene | dean,The sad but honorable scene,o5157-l37510,At Westminster the surplic'd dean,o5157-l37505,/iːn/ | /iːn/,full,<b>a</b><b>a</b>,pers00041,o5157-w0830
hearse | verse,Prepares. The well-attended herse,o5157-l37515,Bears you amid the kings of verse.,o5157-l37520,/ɜːs/ | /ɜːs/,full,<b>a</b><b>a</b>,pers00041,o5157-w0830
verse | hearse,Bears you amid the kings of verse.,o5157-l37520,Prepares. The well-attended herse,o5157-l37515,/ɜːs/ | /ɜːs/,full,<b>a</b><b>a</b>,pers00041,o5157-w0830
paid | displayed,"Each rite observ'd, each duty paid,",o5157-l37525,"Your fame on marble is display'd,",o5157-l37530,/eɪd/ | /eɪd/,full,<b>a</b><b>a</b>,pers00041,o5157-w0830
displayed | paid,"Your fame on marble is display'd,",o5157-l37530,"Each rite observ'd, each duty paid,",o5157-l37525,/eɪd/ | /eɪd/,full,<b>a</b><b>a</b>,pers00041,o5157-w0830
suit | flute,"With symbols which your genius suit,",o5157-l37535,"The mask, the buskin, and the flute:",o5157-l37540,/uːt/ | /uːt/,full,<b>a</b><b>a</b>,pers00041,o5157-w0830
flute | suit,"The mask, the buskin, and the flute:",o5157-l37540,"With symbols which your genius suit,",o5157-l37535,/uːt/ | /uːt/,full,<b>a</b><b>a</b>,pers00041,o5157-w0830
hung | unstrung,The laurel crown aloft is hung:,o5157-l37545,And o'er the sculptur'd lyre unstrung,o5157-l37550,/ʌŋ/ | /ʌŋ/,full,<b>a</b><b>a</b>,pers00041,o5157-w0830
unstrung | hung,And o'er the sculptur'd lyre unstrung,o5157-l37550,The laurel crown aloft is hung:,o5157-l37545,/ʌŋ/ | /ʌŋ/,full,<b>a</b><b>a</b>,pers00041,o5157-w0830
leaning | meaning,Sad allegoric figures leaning —,o5157-l37555,(How folks will gape to find their meaning!),o5157-l37560,/iːnɪŋ/ | /iːnɪŋ/,full,<b>a</b><b>a</b>,pers00041,o5157-w0830
meaning | leaning,(How folks will gape to find their meaning!),o5157-l37560,Sad allegoric figures leaning —,o5157-l37555,/iːnɪŋ/ | /iːnɪŋ/,full,<b>a</b><b>a</b>,pers00041,o5157-w0830
spread | read,"And a long epitaph is spread,",o5157-l37565,Which happy you will never read.,o5157-l37570,/ed/ | /iːd/,half-pararhyme,<b>a</b><b>a</b>,pers00041,o5157-w0830
read | spread,Which happy you will never read.,o5157-l37570,"And a long epitaph is spread,",o5157-l37565,/iːd/ | /ed/,half-pararhyme,<b>a</b><b>a</b>,pers00041,o5157-w0830
inviting | writing,But hold — The change is so inviting,o5157-l37575,"I own, I tremble while I'm writing.",o5157-l37580,/aɪtɪŋ/ | /aɪtɪŋ/,full,<b>a</b><b>a</b>,pers00041,o5157-w0830
writing | inviting,"I own, I tremble while I'm writing.",o5157-l37580,But hold — The change is so inviting,o5157-l37575,/aɪtɪŋ/ | /aɪtɪŋ/,full,<b>a</b><b>a</b>,pers00041,o5157-w0830
you | you,"Yet, WHITEHEAD, 'tis too soon to lose you:",o5157-l37585,"Let critics flatter or abuse you,",o5157-l37590,/uː/ | /uː/,identical,<b>a</b><b>a</b>,pers00041,o5157-w0830
you | you,"Let critics flatter or abuse you,",o5157-l37590,"Yet, WHITEHEAD, 'tis too soon to lose you:",o5157-l37585,/uː/ | /uː/,identical,<b>a</b><b>a</b>,pers00041,o5157-w0830
scene | hippocrene,"O! teach us, e'er you change the scene",o5157-l37595,"To Stygian banks from Hippocrene,",o5157-l37600,/iːn/ | /ɪpəkriːn/,half-vowelrhyme,<b>a</b><b>a</b>,pers00041,o5157-w0830
hippocrene | scene,"To Stygian banks from Hippocrene,",o5157-l37600,"O! teach us, e'er you change the scene",o5157-l37595,/ɪpəkriːn/ | /iːn/,half-vowelrhyme,<b>a</b><b>a</b>,pers00041,o5157-w0830
strings | kings,"How free-born bards should strike the strings,",o5157-l37605,And how a Briton write to kings.,o5157-l37610,/ɪŋz/ | /ɪŋz/,full,<b>a</b><b>a</b>,pers00041,o5157-w0830
kings | strings,And how a Briton write to kings.,o5157-l37610,"How free-born bards should strike the strings,",o5157-l37605,/ɪŋz/ | /ɪŋz/,full,<b>a</b><b>a</b>,pers00041,o5157-w0830
retreat | leadenhall-street,"OLD Plumb, who tho' blest in his Kentish retreat,",o5157-l36270,"Still thrives by his oilshop in Leadenhall-street,",o5157-l36275,/iːt/ | /iːt/,full,<b>a</b><b>a</b>,pers00041,o5157-w0800
leadenhall-street | retreat,"Still thrives by his oilshop in Leadenhall-street,",o5157-l36275,"OLD Plumb, who tho' blest in his Kentish retreat,",o5157-l36270,/iːt/ | /iːt/,full,<b>a</b><b>a</b>,pers00041,o5157-w0800
creation | invitation,"With a Portugal merchant, a knight by creation,",o5157-l36280,From a borough in Cornwall receiv'd invitation.,o5157-l36285,/eɪʃn/ | /eɪʃn/,full,<b>a</b><b>a</b>,pers00041,o5157-w0800
invitation | creation,From a borough in Cornwall receiv'd invitation.,o5157-l36285,"With a Portugal merchant, a knight by creation,",o5157-l36280,/eɪʃn/ | /eɪʃn/,full,<b>a</b><b>a</b>,pers00041,o5157-w0800
alley | sally,"Well-assur'd of each vote, well equip't from the alley,",o5157-l36290,In quest of election-adventures they sally.,o5157-l36295,/æli/ | /æli/,full,<b>a</b><b>a</b>,pers00041,o5157-w0800
sally | alley,In quest of election-adventures they sally.,o5157-l36295,"Well-assur'd of each vote, well equip't from the alley,",o5157-l36290,/æli/ | /æli/,full,<b>a</b><b>a</b>,pers00041,o5157-w0800
