r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
shrine | nine,"I Came, great bard, to gaze upon thy shrine,",o5155-l12050,And o'er thy relicks wait th' inspiring Nine:,o5155-l12055,/aɪn/ | /aɪn/,full,<b>a</b><b>a</b>,pers00136,o5155-w0180
nine | shrine,And o'er thy relicks wait th' inspiring Nine:,o5155-l12055,"I Came, great bard, to gaze upon thy shrine,",o5155-l12050,/aɪn/ | /aɪn/,full,<b>a</b><b>a</b>,pers00136,o5155-w0180
sleep | keep,"For sure, I said, where Maro's ashes sleep,",o5155-l12060,The weeping Muses must their vigils keep:,o5155-l12065,/iːp/ | /iːp/,full,<b>a</b><b>a</b>,pers00136,o5155-w0180
keep | sleep,The weeping Muses must their vigils keep:,o5155-l12065,"For sure, I said, where Maro's ashes sleep,",o5155-l12060,/iːp/ | /iːp/,full,<b>a</b><b>a</b>,pers00136,o5155-w0180
mourn | urn,"Still o'er their fav'rite's monument they mourn,",o5155-l12070,And with poetic trophies grace his urn:,o5155-l12075,/ɔːn/ | /ɜːn/,half-pararhyme,<b>a</b><b>a</b>,pers00136,o5155-w0180
urn | mourn,And with poetic trophies grace his urn:,o5155-l12075,"Still o'er their fav'rite's monument they mourn,",o5155-l12070,/ɜːn/ | /ɔːn/,half-pararhyme,<b>a</b><b>a</b>,pers00136,o5155-w0180
here | there,Have placed the shield and martial trumpet here;,o5155-l12080,"The shepherd's pipe, and rural honours there:",o5155-l12085,/ɪə/ | /eə/,half-pararhyme,<b>a</b><b>a</b>,pers00136,o5155-w0180
there | here,"The shepherd's pipe, and rural honours there:",o5155-l12085,Have placed the shield and martial trumpet here;,o5155-l12080,/eə/ | /ɪə/,half-pararhyme,<b>a</b><b>a</b>,pers00136,o5155-w0180
ground | round,"Fancy had deck'd the consecrated ground,",o5155-l12090,And scatter'd never-fading roses round.,o5155-l12095,/aʊnd/ | /aʊnd/,full,<b>a</b><b>a</b>,pers00136,o5155-w0180
round | ground,And scatter'd never-fading roses round.,o5155-l12095,"Fancy had deck'd the consecrated ground,",o5155-l12090,/aʊnd/ | /aʊnd/,full,<b>a</b><b>a</b>,pers00136,o5155-w0180
aspires | lyres,And now my bold romantic thought aspires,o5155-l12100,To hear the echo of celestial lyres;,o5155-l12105,/æəz/ | /aɪəz/,half-pararhyme,<b>a</b><b>a</b>,pers00136,o5155-w0180
lyres | aspires,To hear the echo of celestial lyres;,o5155-l12105,And now my bold romantic thought aspires,o5155-l12100,/aɪəz/ | /æəz/,half-pararhyme,<b>a</b><b>a</b>,pers00136,o5155-w0180
home | tomb,"Then catch some sound to bear delighted home,",o5155-l12110,And boast I learnt the verse at Virgil's tomb;,o5155-l12115,/əʊm/ | /uːm/,half-pararhyme,<b>a</b><b>a</b>,pers00136,o5155-w0180
tomb | home,And boast I learnt the verse at Virgil's tomb;,o5155-l12115,"Then catch some sound to bear delighted home,",o5155-l12110,/uːm/ | /əʊm/,half-pararhyme,<b>a</b><b>a</b>,pers00136,o5155-w0180
