r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
note | throat,HARK to the blackbird's pleasing note:,o5155-l34230,"Nature directs his warbling throat,",o5155-l34240,/əʊt/ | /əʊt/,full,<b>a</b>b<b>a</b>b,pers00113,o5155-w0760
throng | song,Sweet usher of the vocal throng!,o5155-l34235,"And all that hear, admire the song.",o5155-l34245,/ɒŋ/ | /ɒŋ/,full,a<b>b</b>a<b>b</b>,pers00113,o5155-w0760
throat | note,"Nature directs his warbling throat,",o5155-l34240,HARK to the blackbird's pleasing note:,o5155-l34230,/əʊt/ | /əʊt/,full,<b>a</b>b<b>a</b>b,pers00113,o5155-w0760
song | throng,"And all that hear, admire the song.",o5155-l34245,Sweet usher of the vocal throng!,o5155-l34235,/ɒŋ/ | /ɒŋ/,full,a<b>b</b>a<b>b</b>,pers00113,o5155-w0760
tone | atone,"Yon' bulfinch, with unvary'd tone,",o5155-l34250,Has brighter plumage to attone,o5155-l34260,/əʊn/ | /əʊn/,full,<b>a</b>b<b>a</b>b,pers00113,o5155-w0760
shrill | skill,"Of cadence harsh, and accent shrill,",o5155-l34255,For want of harmony and skill.,o5155-l34265,/ɪl/ | /ɪl/,full,a<b>b</b>a<b>b</b>,pers00113,o5155-w0760
atone | tone,Has brighter plumage to attone,o5155-l34260,"Yon' bulfinch, with unvary'd tone,",o5155-l34250,/əʊn/ | /əʊn/,full,<b>a</b>b<b>a</b>b,pers00113,o5155-w0760
skill | shrill,For want of harmony and skill.,o5155-l34265,"Of cadence harsh, and accent shrill,",o5155-l34255,/ɪl/ | /ɪl/,full,a<b>b</b>a<b>b</b>,pers00113,o5155-w0760
boon | soon,"Yet, discontent with nature's boon,",o5155-l34270,On opera-pinions hoping soon,o5155-l34280,/uːn/ | /uːn/,full,<b>a</b>b<b>a</b>b,pers00113,o5155-w0760
flies | skies,"Like man, to mimick art he flies;",o5155-l34275,Unrival'd he shall mount the skies.,o5155-l34285,/aɪz/ | /aɪz/,full,a<b>b</b>a<b>b</b>,pers00113,o5155-w0760
soon | boon,On opera-pinions hoping soon,o5155-l34280,"Yet, discontent with nature's boon,",o5155-l34270,/uːn/ | /uːn/,full,<b>a</b>b<b>a</b>b,pers00113,o5155-w0760
skies | flies,Unrival'd he shall mount the skies.,o5155-l34285,"Like man, to mimick art he flies;",o5155-l34275,/aɪz/ | /aɪz/,full,a<b>b</b>a<b>b</b>,pers00113,o5155-w0760
fair | air,"And while, to please some courtly fair,",o5155-l34290,"A well-gilt cage remote from air,",o5155-l34300,/eə/ | /eə/,full,<b>a</b>b<b>a</b>b,pers00113,o5155-w0760
learns | earns,"He one dull tune with labour learns,",o5155-l34295,"And faded plumes, is all he earns!",o5155-l34305,/ɜːnz/ | /ɜːnz/,full,a<b>b</b>a<b>b</b>,pers00113,o5155-w0760
air | fair,"A well-gilt cage remote from air,",o5155-l34300,"And while, to please some courtly fair,",o5155-l34290,/eə/ | /eə/,full,<b>a</b>b<b>a</b>b,pers00113,o5155-w0760
earns | learns,"And faded plumes, is all he earns!",o5155-l34305,"He one dull tune with labour learns,",o5155-l34295,/ɜːnz/ | /ɜːnz/,full,a<b>b</b>a<b>b</b>,pers00113,o5155-w0760
repeat | sweet,"Go, hapless captive! still repeat",o5155-l34310,"Go, listening fair!, and call them sweet,",o5155-l34320,/iːt/ | /iːt/,full,<b>a</b>b<b>a</b>b,pers00113,o5155-w0760
