r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
eye | sigh,"O Theron, say what means that down-cast eye,",peh89-l07430, What new found grief has taught thy breast to sigh? ,peh89-l07435,/aɪ/ | /aɪ/,full,<b>a</b><b>a</b>,pers00324,peh89-w0110
sigh | eye, What new found grief has taught thy breast to sigh? ,peh89-l07435,"O Theron, say what means that down-cast eye,",peh89-l07430,/aɪ/ | /aɪ/,full,<b>a</b><b>a</b>,pers00324,peh89-w0110
crossed | lost,Has some intruding swain thy purpose crost? ,peh89-l07440,Or has some favourite ewe her lambkin lost? ,peh89-l07445,/ɒst/ | /ɒst/,full,<b>a</b><b>a</b>,pers00324,peh89-w0110
lost | crossed,Or has some favourite ewe her lambkin lost? ,peh89-l07445,Has some intruding swain thy purpose crost? ,peh89-l07440,/ɒst/ | /ɒst/,full,<b>a</b><b>a</b>,pers00324,peh89-w0110
lad | sad,"Assume thy wonted cheerfulness dear lad,",peh89-l07450, Or tell thy Damon why thou look'st so sad. ,peh89-l07455,/æd/ | /æd/,full,<b>a</b><b>a</b>,pers00324,peh89-w0110
sad | lad, Or tell thy Damon why thou look'st so sad. ,peh89-l07455,"Assume thy wonted cheerfulness dear lad,",peh89-l07450,/æd/ | /æd/,full,<b>a</b><b>a</b>,pers00324,peh89-w0110
day | away,"Fresh as the spring, and fair as op'ning day,",peh89-l07460," My Jessy smil'd, and stole my heart away;",peh89-l07465,/eɪ/ | /eɪ/,full,<b>a</b><b>a</b>,pers00324,peh89-w0110
away | day," My Jessy smil'd, and stole my heart away;",peh89-l07465,"Fresh as the spring, and fair as op'ning day,",peh89-l07460,/eɪ/ | /eɪ/,full,<b>a</b><b>a</b>,pers00324,peh89-w0110
complain | again," But when of love I did to her complain,",peh89-l07470," She scarcely smil'd, nor answer'd me again:",peh89-l07475,/eɪn/ | /en/,half-pararhyme,<b>a</b><b>a</b>,pers00324,peh89-w0110
again | complain," She scarcely smil'd, nor answer'd me again:",peh89-l07475," But when of love I did to her complain,",peh89-l07470,/en/ | /eɪn/,half-pararhyme,<b>a</b><b>a</b>,pers00324,peh89-w0110
smart | heart," None e'er could think, but those that feel the smart,",peh89-l07480, So fair a form could hide so hard a heart. ,peh89-l07485,/ɑːt/ | /ɑːt/,full,<b>a</b><b>a</b>,pers00324,peh89-w0110
heart | smart, So fair a form could hide so hard a heart. ,peh89-l07485," None e'er could think, but those that feel the smart,",peh89-l07480,/ɑːt/ | /ɑːt/,full,<b>a</b><b>a</b>,pers00324,peh89-w0110
made | fade,"Ah, silly swain! and was thy beauty made,",peh89-l07490, For the cool frowns of one false nymph to fade? ,peh89-l07495,/eɪd/ | /eɪd/,full,<b>a</b><b>a</b>,pers00324,peh89-w0110
fade | made, For the cool frowns of one false nymph to fade? ,peh89-l07495,"Ah, silly swain! and was thy beauty made,",peh89-l07490,/eɪd/ | /eɪd/,full,<b>a</b><b>a</b>,pers00324,peh89-w0110
love | move,"O Theron, Theron, scorn the power of love,",peh89-l07500, Forbid the tender impulses to move:,peh89-l07505,/ʌv/ | /uːv/,half-pararhyme,<b>a</b><b>a</b>,pers00324,peh89-w0110
move | love, Forbid the tender impulses to move:,peh89-l07505,"O Theron, Theron, scorn the power of love,",peh89-l07500,/uːv/ | /ʌv/,half-pararhyme,<b>a</b><b>a</b>,pers00324,peh89-w0110
may | way," See how that bee forsakes the blooming may,",peh89-l07510, And leaves it for the next that comes this way. ,peh89-l07515,/eɪ/ | /eɪ/,full,<b>a</b><b>a</b>,pers00324,peh89-w0110
way | may, And leaves it for the next that comes this way. ,peh89-l07515," See how that bee forsakes the blooming may,",peh89-l07510,/eɪ/ | /eɪ/,full,<b>a</b><b>a</b>,pers00324,peh89-w0110
slight | right,"Must I, like fickle Jessy, learn to slight? ",peh89-l07520,"Yes, — what my Damon says is always right. ",peh89-l07525,/aɪt/ | /aɪt/,full,<b>a</b><b>a</b>,pers00324,peh89-w0110
right | slight,"Yes, — what my Damon says is always right. ",peh89-l07525,"Must I, like fickle Jessy, learn to slight? ",peh89-l07520,/aɪt/ | /aɪt/,full,<b>a</b><b>a</b>,pers00324,peh89-w0110
tree | me,"See'st thou that nymph, beneath the shady tree? ",peh89-l07530,She looks this way; I wish she look'd at me:,peh89-l07535,/iː/ | /iː/,full,<b>a</b><b>a</b>,pers00324,peh89-w0110
me | tree,She looks this way; I wish she look'd at me:,peh89-l07535,"See'st thou that nymph, beneath the shady tree? ",peh89-l07530,/iː/ | /iː/,full,<b>a</b><b>a</b>,pers00324,peh89-w0110
transfer | her, If e'er thy Theron should his heart transfer,peh89-l07540," From his lost Jessy, it must go to her. ",peh89-l07545,/ænsfɜː/ | /ɜː/,half-vowelrhyme,<b>a</b><b>a</b>,pers00324,peh89-w0110
her | transfer," From his lost Jessy, it must go to her. ",peh89-l07545, If e'er thy Theron should his heart transfer,peh89-l07540,/ɜː/ | /ænsfɜː/,half-vowelrhyme,<b>a</b><b>a</b>,pers00324,peh89-w0110
friend | suspend,"O say no more — no more of her, my friend;",peh89-l07550, For she is mine — my Doris! — O suspend —,peh89-l07555,/end/ | /end/,full,<b>a</b><b>a</b>,pers00324,peh89-w0110
suspend | friend, For she is mine — my Doris! — O suspend —,peh89-l07555,"O say no more — no more of her, my friend;",peh89-l07550,/end/ | /end/,full,<b>a</b><b>a</b>,pers00324,peh89-w0110
seen | green," Suspend thy choice, my swain, till thou hast seen",peh89-l07560, The village maids assemble on the green;,peh89-l07565,/iːn/ | /iːn/,full,<b>a</b><b>a</b>,pers00324,peh89-w0110
green | seen, The village maids assemble on the green;,peh89-l07565," Suspend thy choice, my swain, till thou hast seen",peh89-l07560,/iːn/ | /iːn/,full,<b>a</b><b>a</b>,pers00324,peh89-w0110
transfer | her," And if you would your fickle heart transfer,",peh89-l07570, Then take your choice of all the rest but her. ,peh89-l07575,/ænsfɜː/ | /ɜː/,half-vowelrhyme,<b>a</b><b>a</b>,pers00324,peh89-w0110
her | transfer, Then take your choice of all the rest but her. ,peh89-l07575," And if you would your fickle heart transfer,",peh89-l07570,/ɜː/ | /ænsfɜː/,half-vowelrhyme,<b>a</b><b>a</b>,pers00324,peh89-w0110
swain | again,"Why are you angry now, my friend, my swain! ",peh89-l07580,Your own advice I'll give you back again:,peh89-l07585,/eɪn/ | /en/,half-pararhyme,<b>a</b><b>a</b>,pers00324,peh89-w0110
again | swain,Your own advice I'll give you back again:,peh89-l07585,"Why are you angry now, my friend, my swain! ",peh89-l07580,/en/ | /eɪn/,half-pararhyme,<b>a</b><b>a</b>,pers00324,peh89-w0110
love | prove," O Damon, Damon, scorn the power of love;",peh89-l07590," Forego your nymph, your simile to prove:",peh89-l07595,/ʌv/ | /uːv/,half-pararhyme,<b>a</b><b>a</b>,pers00324,peh89-w0110
prove | love," Forego your nymph, your simile to prove:",peh89-l07595," O Damon, Damon, scorn the power of love;",peh89-l07590,/uːv/ | /ʌv/,half-pararhyme,<b>a</b><b>a</b>,pers00324,peh89-w0110
may | way," Forsake her, as the bee forsakes the may,",peh89-l07600, And I will be the next that comes this way. ,peh89-l07605,/eɪ/ | /eɪ/,full,<b>a</b><b>a</b>,pers00324,peh89-w0110
way | may, And I will be the next that comes this way. ,peh89-l07605," Forsake her, as the bee forsakes the may,",peh89-l07600,/eɪ/ | /eɪ/,full,<b>a</b><b>a</b>,pers00324,peh89-w0110
grove | love,"Rejoice, dear nymph! enjoy your happy grove,",peh89-l08690," Where birds and shepherds warble strains of love,",peh89-l08695,/əʊv/ | /ʌv/,half-pararhyme,<b>a</b><b>a</b>,pers00324,peh89-w0180
love | grove," Where birds and shepherds warble strains of love,",peh89-l08695,"Rejoice, dear nymph! enjoy your happy grove,",peh89-l08690,/ʌv/ | /əʊv/,half-pararhyme,<b>a</b><b>a</b>,pers00324,peh89-w0180
hear | ear," While banish'd I, alas! can nothing hear,",peh89-l08700, But sounds too harsh to sooth a tender ear. ,peh89-l08705,/ɪə/ | /ɪə/,full,<b>a</b><b>a</b>,pers00324,peh89-w0180
ear | hear, But sounds too harsh to sooth a tender ear. ,peh89-l08705," While banish'd I, alas! can nothing hear,",peh89-l08700,/ɪə/ | /ɪə/,full,<b>a</b><b>a</b>,pers00324,peh89-w0180
pursue | you,"Here gilded beaux fine painted belles pursue,",peh89-l08710, But how unlike to village-swains and you;,peh89-l08715,/uː/ | /uː/,full,<b>a</b><b>a</b>,pers00324,peh89-w0180
you | pursue, But how unlike to village-swains and you;,peh89-l08715,"Here gilded beaux fine painted belles pursue,",peh89-l08710,/uː/ | /uː/,full,<b>a</b><b>a</b>,pers00324,peh89-w0180
eyes | rise," At twelve o'clock they rub their slumb'ring eyes,",peh89-l08720," And, seeing day-light, from their pillows rise;",peh89-l08725,/aɪz/ | /aɪz/,full,<b>a</b><b>a</b>,pers00324,peh89-w0180
rise | eyes," And, seeing day-light, from their pillows rise;",peh89-l08725," At twelve o'clock they rub their slumb'ring eyes,",peh89-l08720,/aɪz/ | /aɪz/,full,<b>a</b><b>a</b>,pers00324,peh89-w0180
pay | tea," To the dear looking-glass due homage pay,",peh89-l08730, Look o'er the play-bills while they sip their tea;,peh89-l08735,/eɪ/ | /iː/,half-pararhyme,<b>a</b><b>a</b>,pers00324,peh89-w0180
tea | pay, Look o'er the play-bills while they sip their tea;,peh89-l08735," To the dear looking-glass due homage pay,",peh89-l08730,/iː/ | /eɪ/,half-pararhyme,<b>a</b><b>a</b>,pers00324,peh89-w0180
prepare | air," Then order John the chariot to prepare,",peh89-l08740," And drive to th' Park, to take the morning air. ",peh89-l08745,/eə/ | /eə/,full,<b>a</b><b>a</b>,pers00324,peh89-w0180
air | prepare," And drive to th' Park, to take the morning air. ",peh89-l08745," Then order John the chariot to prepare,",peh89-l08740,/eə/ | /eə/,full,<b>a</b><b>a</b>,pers00324,peh89-w0180
shade | laid,"When dusky ev'ning spreads her gloomy shade,",peh89-l08750," And rural nymphs are in soft slumbers laid,",peh89-l08755,/eɪd/ | /eɪd/,full,<b>a</b><b>a</b>,pers00324,peh89-w0180
laid | shade," And rural nymphs are in soft slumbers laid,",peh89-l08755,"When dusky ev'ning spreads her gloomy shade,",peh89-l08750,/eɪd/ | /eɪd/,full,<b>a</b><b>a</b>,pers00324,peh89-w0180
rout | without," Then coaches rattle to the ladies rout,",peh89-l08760," With belles within, and mimic beaux without;",peh89-l08765,/aʊt/ | /aʊt/,full,<b>a</b><b>a</b>,pers00324,peh89-w0180
without | rout," With belles within, and mimic beaux without;",peh89-l08765," Then coaches rattle to the ladies rout,",peh89-l08760,/aʊt/ | /aʊt/,full,<b>a</b><b>a</b>,pers00324,peh89-w0180
scorn | morn," The vulgar way of counting time they scorn,",peh89-l08770," Their noon is evening, and their evening morn. ",peh89-l08775,/ɔːn/ | /ɔːn/,full,<b>a</b><b>a</b>,pers00324,peh89-w0180
morn | scorn," Their noon is evening, and their evening morn. ",peh89-l08775," The vulgar way of counting time they scorn,",peh89-l08770,/ɔːn/ | /ɔːn/,full,<b>a</b><b>a</b>,pers00324,peh89-w0180
all | call,"But what is yet more wonderful than all,",peh89-l08780, These strange disorders they do pleasures call:,peh89-l08785,/ɔːl/ | /ɔːl/,full,<b>a</b><b>a</b>,pers00324,peh89-w0180
call | all, These strange disorders they do pleasures call:,peh89-l08785,"But what is yet more wonderful than all,",peh89-l08780,/ɔːl/ | /ɔːl/,full,<b>a</b><b>a</b>,pers00324,peh89-w0180
obtain | plain," Such tinsel joys shall ne'er my heart obtain,",peh89-l08790," Give me the real pleasures of the plain,",peh89-l08795,/eɪn/ | /eɪn/,full,<b>a</b><b>a</b>,pers00324,peh89-w0180
plain | obtain," Give me the real pleasures of the plain,",peh89-l08795," Such tinsel joys shall ne'er my heart obtain,",peh89-l08790,/eɪn/ | /eɪn/,full,<b>a</b><b>a</b>,pers00324,peh89-w0180
seat | retreat," Where unmov'd constancy has fix'd her seat,",peh89-l08800," And love, and friendship, make their sweet retreat. ",peh89-l08805,/iːt/ | /iːt/,full,<b>a</b><b>a</b>,pers00324,peh89-w0180
retreat | seat," And love, and friendship, make their sweet retreat. ",peh89-l08805," Where unmov'd constancy has fix'd her seat,",peh89-l08800,/iːt/ | /iːt/,full,<b>a</b><b>a</b>,pers00324,peh89-w0180
gay | survey,"There lives my friend, my dear Belinda gay,",peh89-l08810, Could I with her the fresh'ning vales survey;,peh89-l08815,/eɪ/ | /ɜːveɪ/,half-vowelrhyme,<b>a</b><b>a</b>,pers00324,peh89-w0180
survey | gay, Could I with her the fresh'ning vales survey;,peh89-l08815,"There lives my friend, my dear Belinda gay,",peh89-l08810,/ɜːveɪ/ | /eɪ/,half-vowelrhyme,<b>a</b><b>a</b>,pers00324,peh89-w0180
blown | grown," To make a wreath, I'd gather flow'rs full blown,",peh89-l08820," But spare the tender buds, till riper grown:",peh89-l08825,/əʊn/ | /əʊn/,full,<b>a</b><b>a</b>,pers00324,peh89-w0180
grown | blown," But spare the tender buds, till riper grown:",peh89-l08825," To make a wreath, I'd gather flow'rs full blown,",peh89-l08820,/əʊn/ | /əʊn/,full,<b>a</b><b>a</b>,pers00324,peh89-w0180
thrush | bush," If I should see a black-bird, or a thrush,",peh89-l08830," Sit on her nest within the hawthorn bush,",peh89-l08835,/ʌʃ/ | /ʊʃ/,half-pararhyme,<b>a</b><b>a</b>,pers00324,peh89-w0180
