r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
ways | praise,"TO please the Fair, what different ways",o5089-l20180," One tenders snuff, another praise,",o5089-l20190,/eɪz/ | /eɪz/,full,<b>a</b>b<b>a</b>b,pers00160,o5089-w0410
part | heart, Each lover acts his part;,o5089-l20185," A toothpick, or a heart! ",o5089-l20195,/ɑːt/ | /ɑːt/,full,a<b>b</b>a<b>b</b>,pers00160,o5089-w0410
praise | ways," One tenders snuff, another praise,",o5089-l20190,"TO please the Fair, what different ways",o5089-l20180,/eɪz/ | /eɪz/,full,<b>a</b>b<b>a</b>b,pers00160,o5089-w0410
heart | part," A toothpick, or a heart! ",o5089-l20195, Each lover acts his part;,o5089-l20185,/ɑːt/ | /ɑːt/,full,a<b>b</b>a<b>b</b>,pers00160,o5089-w0410
end | send,"Alike they all, to gain their end,",o5089-l20200," While I, submissive, only send",o5089-l20210,/end/ | /end/,full,<b>a</b>b<b>a</b>b,pers00160,o5089-w0410
disclose | hose, Peculiar arts disclose;,o5089-l20205, An humble pair of hose. ,o5089-l20215,/əʊz/ | /əʊz/,full,a<b>b</b>a<b>b</b>,pers00160,o5089-w0410
send | end," While I, submissive, only send",o5089-l20210,"Alike they all, to gain their end,",o5089-l20200,/end/ | /end/,full,<b>a</b>b<b>a</b>b,pers00160,o5089-w0410
hose | disclose, An humble pair of hose. ,o5089-l20215, Peculiar arts disclose;,o5089-l20205,/əʊz/ | /əʊz/,full,a<b>b</b>a<b>b</b>,pers00160,o5089-w0410
harm | warm,"Long may they guard, from cold and harm,",o5089-l20220, And kindly lend their influence warm,o5089-l20230,/ɑːm/ | /ɔːm/,half-pararhyme,<b>a</b>b<b>a</b>b,pers00160,o5089-w0410
them | them," The snowy limbs that wear 'em,",o5089-l20225, To ev'ry thing that's near 'em. ,o5089-l20235,/əm/ | /əm/,identical,a<b>b</b>a<b>b</b>,pers00160,o5089-w0410
warm | harm, And kindly lend their influence warm,o5089-l20230,"Long may they guard, from cold and harm,",o5089-l20220,/ɔːm/ | /ɑːm/,half-pararhyme,<b>a</b>b<b>a</b>b,pers00160,o5089-w0410
them | them, To ev'ry thing that's near 'em. ,o5089-l20235," The snowy limbs that wear 'em,",o5089-l20225,/əm/ | /əm/,identical,a<b>b</b>a<b>b</b>,pers00160,o5089-w0410
deemed | seemed,"But let it not be faulty deem'd,",o5089-l20240, If I a little partial seem'd,o5089-l20250,/iːmd/ | /iːmd/,full,<b>a</b>b<b>a</b>b,pers00160,o5089-w0410
indignation | commendation," Nor move your indignation,",o5089-l20245, In gifts or commendation:,o5089-l20255,/eɪʃn/ | /eɪʃn/,full,a<b>b</b>a<b>b</b>,pers00160,o5089-w0410
seemed | deemed, If I a little partial seem'd,o5089-l20250,"But let it not be faulty deem'd,",o5089-l20240,/iːmd/ | /iːmd/,full,<b>a</b>b<b>a</b>b,pers00160,o5089-w0410
commendation | indignation, In gifts or commendation:,o5089-l20255," Nor move your indignation,",o5089-l20245,/eɪʃn/ | /eɪʃn/,full,a<b>b</b>a<b>b</b>,pers00160,o5089-w0410
display | stray,Each fair perfection to display,o5089-l20260, My humble Muse must never stray,o5089-l20270,/eɪ/ | /eɪ/,full,<b>a</b>b<b>a</b>b,pers00160,o5089-w0410
charter | garter," Would far exceed my charter,",o5089-l20265, Above the knee or garter. ,o5089-l20275,/ɑːtə/ | /ɑːtə/,full,a<b>b</b>a<b>b</b>,pers00160,o5089-w0410
stray | display, My humble Muse must never stray,o5089-l20270,Each fair perfection to display,o5089-l20260,/eɪ/ | /eɪ/,full,<b>a</b>b<b>a</b>b,pers00160,o5089-w0410
garter | charter, Above the knee or garter. ,o5089-l20275," Would far exceed my charter,",o5089-l20265,/ɑːtə/ | /ɑːtə/,full,a<b>b</b>a<b>b</b>,pers00160,o5089-w0410
view | knew,And who did e'er a subject view,o5089-l20280, Or from so fair foundation knew,o5089-l20290,/uː/ | /uː/,full,<b>a</b>b<b>a</b>b,pers00160,o5089-w0410
praised | raised," So worthy to be prais'd,",o5089-l20285, So fine a structure rais'd? ,o5089-l20295,/eɪzd/ | /eɪzd/,full,a<b>b</b>a<b>b</b>,pers00160,o5089-w0410
knew | view, Or from so fair foundation knew,o5089-l20290,And who did e'er a subject view,o5089-l20280,/uː/ | /uː/,full,<b>a</b>b<b>a</b>b,pers00160,o5089-w0410
raised | praised, So fine a structure rais'd? ,o5089-l20295," So worthy to be prais'd,",o5089-l20285,/eɪzd/ | /eɪzd/,full,a<b>b</b>a<b>b</b>,pers00160,o5089-w0410
say | day,"Thou learned leach, sage Kember, say,",o5089-l20300, You who can talk the live-long day,o5089-l20310,/eɪ/ | /eɪ/,full,<b>a</b>b<b>a</b>b,pers00160,o5089-w0410
