r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
joys | destroys,"HAIL, happy Beldames! yours those joys",o4987-l16620," Which time, nor accident destroys. ",o4987-l16625,/ɔɪz/ | /ɔɪz/,full,<b>a</b><b>a</b>,pers00203,o4987-w0580
destroys | joys," Which time, nor accident destroys. ",o4987-l16625,"HAIL, happy Beldames! yours those joys",o4987-l16620,/ɔɪz/ | /ɔɪz/,full,<b>a</b><b>a</b>,pers00203,o4987-w0580
dilate | hate,"Sickness and cares your bliss dilate,",o4987-l16630, And pain but whets your lust of hate. ,o4987-l16635,/eɪt/ | /eɪt/,full,<b>a</b><b>a</b>,pers00203,o4987-w0580
hate | dilate, And pain but whets your lust of hate. ,o4987-l16635,"Sickness and cares your bliss dilate,",o4987-l16630,/eɪt/ | /eɪt/,full,<b>a</b><b>a</b>,pers00203,o4987-w0580
decay | away,"The flower of Youth will soon decay,",o4987-l16640," Health, Beauty, Pleasure fade away. :",o4987-l16645,/eɪ/ | /eɪ/,full,<b>a</b><b>a</b>,pers00203,o4987-w0580
away | decay," Health, Beauty, Pleasure fade away. :",o4987-l16645,"The flower of Youth will soon decay,",o4987-l16640,/eɪ/ | /eɪ/,full,<b>a</b><b>a</b>,pers00203,o4987-w0580
humane | vain," Sharp sorrows sting the breast humane,",o4987-l16650," And hopes are false, and wishes vain. ",o4987-l16655,/eɪn/ | /eɪn/,full,<b>a</b><b>a</b>,pers00203,o4987-w0580
vain | humane," And hopes are false, and wishes vain. ",o4987-l16655," Sharp sorrows sting the breast humane,",o4987-l16650,/eɪn/ | /eɪn/,full,<b>a</b><b>a</b>,pers00203,o4987-w0580
flow | woe,"But hence your joys eternal flow,",o4987-l16660," Their source exhaustless, human woe. ",o4987-l16665,/əʊ/ | /əʊ/,full,<b>a</b><b>a</b>,pers00203,o4987-w0580
woe | flow," Their source exhaustless, human woe. ",o4987-l16665,"But hence your joys eternal flow,",o4987-l16660,/əʊ/ | /əʊ/,full,<b>a</b><b>a</b>,pers00203,o4987-w0580
dead | bed,"For you fierce War high-piles his dead,",o4987-l16670, Disease thick-strews her squalid bed;,o4987-l16675,/ed/ | /ed/,full,<b>a</b><b>a</b>,pers00203,o4987-w0580
bed | dead, Disease thick-strews her squalid bed;,o4987-l16675,"For you fierce War high-piles his dead,",o4987-l16670,/ed/ | /ed/,full,<b>a</b><b>a</b>,pers00203,o4987-w0580
sweep | deep," Famine and Plagues their myriads sweep,",o4987-l16680, And Tempests lash th' all-whelming deep. ,o4987-l16685,/iːp/ | /iːp/,full,<b>a</b><b>a</b>,pers00203,o4987-w0580
