r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
stains | remains,"O ye whose cheek the tear of pity stains,",cbu86-l18595,"Here lie the loving Husband's dear remains,",cbu86-l18605,/eɪnz/ | /eɪnz/,full,<b>a</b>b<b>a</b>b,pers00307,cbu86-w0410
attend | friend, Draw near with pious rev'rence and attend! ,cbu86-l18600," The tender Father, and the gen'rous Friend. ",cbu86-l18610,/end/ | /end/,full,a<b>b</b>a<b>b</b>,pers00307,cbu86-w0410
remains | stains,"Here lie the loving Husband's dear remains,",cbu86-l18605,"O ye whose cheek the tear of pity stains,",cbu86-l18595,/eɪnz/ | /eɪnz/,full,<b>a</b>b<b>a</b>b,pers00307,cbu86-w0410
friend | attend," The tender Father, and the gen'rous Friend. ",cbu86-l18610, Draw near with pious rev'rence and attend! ,cbu86-l18600,/end/ | /end/,full,a<b>b</b>a<b>b</b>,pers00307,cbu86-w0410
woe | foe,The pitying Heart that felt for human Woe;,cbu86-l18615," The Friend of Man, to vice alone a foe;",cbu86-l18625,/əʊ/ | /əʊ/,full,<b>a</b>b<b>a</b>b,pers00307,cbu86-w0410
pride | side, The dauntless heart that fear'd no human Pride;,cbu86-l18620, 'For ev'n his failings lean'd to Virtue's side. ' ,cbu86-l18630,/aɪd/ | /aɪd/,full,a<b>b</b>a<b>b</b>,pers00307,cbu86-w0410
foe | woe," The Friend of Man, to vice alone a foe;",cbu86-l18625,The pitying Heart that felt for human Woe;,cbu86-l18615,/əʊ/ | /əʊ/,full,<b>a</b>b<b>a</b>b,pers00307,cbu86-w0410
side | pride, 'For ev'n his failings lean'd to Virtue's side. ' ,cbu86-l18630, The dauntless heart that fear'd no human Pride;,cbu86-l18620,/aɪd/ | /aɪd/,full,a<b>b</b>a<b>b</b>,pers00307,cbu86-w0410
thief | rief,"DEAR S****, the sleest, pawkie thief,",cbu86-l05305," That e'er attempted stealth or rief,",cbu86-l05310,/iːf/ | /iːf/,full,<b>a</b><b>a</b>abab,pers00307,cbu86-w0080
thief | warlock-brief,"DEAR S****, the sleest, pawkie thief,",cbu86-l05305, Ye surely hae some warlock-breef,cbu86-l05315,/iːf/ | /iːf/,full,<b>a</b>a<b>a</b>bab,pers00307,cbu86-w0080
thief | brief,"DEAR S****, the sleest, pawkie thief,",cbu86-l05305, For ne'er a bosom yet was prief,cbu86-l05325,/iːf/ | /iːf/,full,<b>a</b>aab<b>a</b>b,pers00307,cbu86-w0080
rief | thief," That e'er attempted stealth or rief,",cbu86-l05310,"DEAR S****, the sleest, pawkie thief,",cbu86-l05305,/iːf/ | /iːf/,full,<b>a</b><b>a</b>abab,pers00307,cbu86-w0080
rief | warlock-brief," That e'er attempted stealth or rief,",cbu86-l05310, Ye surely hae some warlock-breef,cbu86-l05315,/iːf/ | /iːf/,full,a<b>a</b><b>a</b>bab,pers00307,cbu86-w0080
rief | brief," That e'er attempted stealth or rief,",cbu86-l05310, For ne'er a bosom yet was prief,cbu86-l05325,/iːf/ | /iːf/,full,a<b>a</b>ab<b>a</b>b,pers00307,cbu86-w0080
warlock-brief | thief, Ye surely hae some warlock-breef,cbu86-l05315,"DEAR S****, the sleest, pawkie thief,",cbu86-l05305,/iːf/ | /iːf/,full,<b>a</b>a<b>a</b>bab,pers00307,cbu86-w0080
warlock-brief | rief, Ye surely hae some warlock-breef,cbu86-l05315," That e'er attempted stealth or rief,",cbu86-l05310,/iːf/ | /iːf/,full,a<b>a</b><b>a</b>bab,pers00307,cbu86-w0080
warlock-brief | brief, Ye surely hae some warlock-breef,cbu86-l05315, For ne'er a bosom yet was prief,cbu86-l05325,/iːf/ | /iːf/,full,aa<b>a</b>b<b>a</b>b,pers00307,cbu86-w0080
hearts | arts, Owre human hearts;,cbu86-l05320, Against your arts. ,cbu86-l05330,/ɑːts/ | /ɑːts/,full,aaa<b>b</b>a<b>b</b>,pers00307,cbu86-w0080
brief | thief, For ne'er a bosom yet was prief,cbu86-l05325,"DEAR S****, the sleest, pawkie thief,",cbu86-l05305,/iːf/ | /iːf/,full,<b>a</b>aab<b>a</b>b,pers00307,cbu86-w0080
brief | rief, For ne'er a bosom yet was prief,cbu86-l05325," That e'er attempted stealth or rief,",cbu86-l05310,/iːf/ | /iːf/,full,a<b>a</b>ab<b>a</b>b,pers00307,cbu86-w0080
brief | warlock-brief, For ne'er a bosom yet was prief,cbu86-l05325, Ye surely hae some warlock-breef,cbu86-l05315,/iːf/ | /iːf/,full,aa<b>a</b>b<b>a</b>b,pers00307,cbu86-w0080
arts | hearts, Against your arts. ,cbu86-l05330, Owre human hearts;,cbu86-l05320,/ɑːts/ | /ɑːts/,full,aaa<b>b</b>a<b>b</b>,pers00307,cbu86-w0080
moon | aboon,"For me, I swear by sun an' moon,",cbu86-l05335," And ev'ry star that blinks aboon,",cbu86-l05340,/uːn/ | /uːn/,full,<b>a</b><b>a</b>abab,pers00307,cbu86-w0080
moon | shoes,"For me, I swear by sun an' moon,",cbu86-l05335, Ye've cost me twenty pair o' shoon,cbu86-l05345,/uːn/ | /uːn/,full,<b>a</b>a<b>a</b>bab,pers00307,cbu86-w0080
moon | done,"For me, I swear by sun an' moon,",cbu86-l05335," And ev'ry ither pair that's done,",cbu86-l05355,/uːn/ | /ʌn/,half-pararhyme,<b>a</b>aab<b>a</b>b,pers00307,cbu86-w0080
aboon | moon," And ev'ry star that blinks aboon,",cbu86-l05340,"For me, I swear by sun an' moon,",cbu86-l05335,/uːn/ | /uːn/,full,<b>a</b><b>a</b>abab,pers00307,cbu86-w0080
aboon | shoes," And ev'ry star that blinks aboon,",cbu86-l05340, Ye've cost me twenty pair o' shoon,cbu86-l05345,/uːn/ | /uːn/,full,a<b>a</b><b>a</b>bab,pers00307,cbu86-w0080
aboon | done," And ev'ry star that blinks aboon,",cbu86-l05340," And ev'ry ither pair that's done,",cbu86-l05355,/uːn/ | /ʌn/,half-pararhyme,a<b>a</b>ab<b>a</b>b,pers00307,cbu86-w0080
shoes | moon, Ye've cost me twenty pair o' shoon,cbu86-l05345,"For me, I swear by sun an' moon,",cbu86-l05335,/uːn/ | /uːn/,full,<b>a</b>a<b>a</b>bab,pers00307,cbu86-w0080
shoes | aboon, Ye've cost me twenty pair o' shoon,cbu86-l05345," And ev'ry star that blinks aboon,",cbu86-l05340,/uːn/ | /uːn/,full,a<b>a</b><b>a</b>bab,pers00307,cbu86-w0080
shoes | done, Ye've cost me twenty pair o' shoon,cbu86-l05345," And ev'ry ither pair that's done,",cbu86-l05355,/uːn/ | /ʌn/,half-pararhyme,aa<b>a</b>b<b>a</b>b,pers00307,cbu86-w0080
you | you, Just gaun to see you;,cbu86-l05350, Mair taen I'm wi' you. ,cbu86-l05360,/uː/ | /uː/,identical,aaa<b>b</b>a<b>b</b>,pers00307,cbu86-w0080
done | moon," And ev'ry ither pair that's done,",cbu86-l05355,"For me, I swear by sun an' moon,",cbu86-l05335,/ʌn/ | /uːn/,half-pararhyme,<b>a</b>aab<b>a</b>b,pers00307,cbu86-w0080
