r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
plain | disdain,"ALEXIS, the pride of the plain,",o4986-l30950," His complaint was fair Daphne's disdain,",o4986-l30960,/eɪn/ | /eɪn/,full,<b>a</b>b<b>a</b>bcdcd,pers00199,o4986-w0740
reclined | unkind," Beside a clear brook lay reclin'd,",o4986-l30955, Who had prov'd to the shepherd unkind:,o4986-l30965,/aɪnd/ | /aɪnd/,full,a<b>b</b>a<b>b</b>cdcd,pers00199,o4986-w0740
disdain | plain," His complaint was fair Daphne's disdain,",o4986-l30960,"ALEXIS, the pride of the plain,",o4986-l30950,/eɪn/ | /eɪn/,full,<b>a</b>b<b>a</b>bcdcd,pers00199,o4986-w0740
unkind | reclined, Who had prov'd to the shepherd unkind:,o4986-l30965," Beside a clear brook lay reclin'd,",o4986-l30955,/aɪnd/ | /aɪnd/,full,a<b>b</b>a<b>b</b>cdcd,pers00199,o4986-w0740
care | hair," His flock was no longer his care,",o4986-l30970," He neglected his dress and his hair,",o4986-l30980,/eə/ | /eə/,full,abab<b>c</b>d<b>c</b>d,pers00199,o4986-w0740
please | disease," His pipe now no longer could please,",o4986-l30975, And by solitude fed his disease. ,o4986-l30985,/iːz/ | /iːz/,full,ababc<b>d</b>c<b>d</b>,pers00199,o4986-w0740
hair | care," He neglected his dress and his hair,",o4986-l30980," His flock was no longer his care,",o4986-l30970,/eə/ | /eə/,full,abab<b>c</b>d<b>c</b>d,pers00199,o4986-w0740
disease | please, And by solitude fed his disease. ,o4986-l30985," His pipe now no longer could please,",o4986-l30975,/iːz/ | /iːz/,full,ababc<b>d</b>c<b>d</b>,pers00199,o4986-w0740
exclaimed | framed," ""Poor shepherd! he wildly exclaim'd,",o4986-l30990," ""The joys thy fond fancy had fram'd,",o4986-l31000,/eɪmd/ | /eɪmd/,full,<b>a</b>b<b>a</b>bcdcd,pers00199,o4986-w0740
moan | flown,""" Alas! what avails all thy moan? ",o4986-l30995,""" With Daphne for ever are flown! ",o4986-l31005,/əʊn/ | /əʊn/,full,a<b>b</b>a<b>b</b>cdcd,pers00199,o4986-w0740
framed | exclaimed," ""The joys thy fond fancy had fram'd,",o4986-l31000," ""Poor shepherd! he wildly exclaim'd,",o4986-l30990,/eɪmd/ | /eɪmd/,full,<b>a</b>b<b>a</b>bcdcd,pers00199,o4986-w0740
flown | moan,""" With Daphne for ever are flown! ",o4986-l31005,""" Alas! what avails all thy moan? ",o4986-l30995,/əʊn/ | /əʊn/,full,a<b>b</b>a<b>b</b>cdcd,pers00199,o4986-w0740
deceive | believe," ""How could you, O Daphne, deceive",o4986-l31010," ""Why didst thou, Alexis, believe",o4986-l31020,/iːv/ | /iːv/,full,abab<b>c</b>d<b>c</b>d,pers00199,o4986-w0740
love | approve,""" A swain not unworthy your love? ",o4986-l31015,""" Such a maid could thy passion approve? ",o4986-l31025,/ʌv/ | /uːv/,half-pararhyme,ababc<b>d</b>c<b>d</b>,pers00199,o4986-w0740
believe | deceive," ""Why didst thou, Alexis, believe",o4986-l31020," ""How could you, O Daphne, deceive",o4986-l31010,/iːv/ | /iːv/,full,abab<b>c</b>d<b>c</b>d,pers00199,o4986-w0740
approve | love,""" Such a maid could thy passion approve? ",o4986-l31025,""" A swain not unworthy your love? ",o4986-l31015,/uːv/ | /ʌv/,half-pararhyme,ababc<b>d</b>c<b>d</b>,pers00199,o4986-w0740
grace | face," ""Her form is replete with each grace,",o4986-l31030," ""The lily expands o'er her face,",o4986-l31040,/eɪs/ | /eɪs/,full,<b>a</b>b<b>a</b>bcdcd,pers00199,o4986-w0740
eye | die,""" The diamond beams forth in her eye,",o4986-l31035,""" And the rose-bud imparts its soft dye. ",o4986-l31045,/aɪ/ | /aɪ/,full,a<b>b</b>a<b>b</b>cdcd,pers00199,o4986-w0740
face | grace," ""The lily expands o'er her face,",o4986-l31040," ""Her form is replete with each grace,",o4986-l31030,/eɪs/ | /eɪs/,full,<b>a</b>b<b>a</b>bcdcd,pers00199,o4986-w0740
die | eye,""" And the rose-bud imparts its soft dye. ",o4986-l31045,""" The diamond beams forth in her eye,",o4986-l31035,/aɪ/ | /aɪ/,full,a<b>b</b>a<b>b</b>cdcd,pers00199,o4986-w0740
song | along," ""No warbler can rival her song,",o4986-l31050," ""The streams glide in silence along,",o4986-l31060,/ɒŋ/ | /ɒŋ/,full,abab<b>c</b>d<b>c</b>d,pers00199,o4986-w0740
complains | strains,""" Philomela with envy complains,",o4986-l31055,""" The glad Zephyrs diffuse her soft strains. ",o4986-l31065,/eɪnz/ | /eɪnz/,full,ababc<b>d</b>c<b>d</b>,pers00199,o4986-w0740
along | song," ""The streams glide in silence along,",o4986-l31060," ""No warbler can rival her song,",o4986-l31050,/ɒŋ/ | /ɒŋ/,full,abab<b>c</b>d<b>c</b>d,pers00199,o4986-w0740
strains | complains,""" The glad Zephyrs diffuse her soft strains. ",o4986-l31065,""" Philomela with envy complains,",o4986-l31055,/eɪnz/ | /eɪnz/,full,ababc<b>d</b>c<b>d</b>,pers00199,o4986-w0740
mead | head," ""When Daphne appear'd in the mead,",o4986-l31070," ""Now the winds roughly blow round my head,",o4986-l31080,/iːd/ | /ed/,half-pararhyme,<b>a</b>b<b>a</b>bcdcd,pers00199,o4986-w0740
morn | withdrawn,""" Her presence enliven'd the morn,",o4986-l31075,""" And the sun's chearful beams are withdrawn. ",o4986-l31085,/ɔːn/ | /ɔːn/,full,a<b>b</b>a<b>b</b>cdcd,pers00199,o4986-w0740
head | mead," ""Now the winds roughly blow round my head,",o4986-l31080," ""When Daphne appear'd in the mead,",o4986-l31070,/ed/ | /iːd/,half-pararhyme,<b>a</b>b<b>a</b>bcdcd,pers00199,o4986-w0740
withdrawn | morn,""" And the sun's chearful beams are withdrawn. ",o4986-l31085,""" Her presence enliven'd the morn,",o4986-l31075,/ɔːn/ | /ɔːn/,full,a<b>b</b>a<b>b</b>cdcd,pers00199,o4986-w0740
green | serene," ""No longer these meadows look green,",o4986-l31090," ""The air breathes no longer serene,",o4986-l31100,/iːn/ | /iːn/,full,abab<b>c</b>d<b>c</b>d,pers00199,o4986-w0740
grove | love,""" Now the warblers abandon the grove,",o4986-l31095,""" All Summer is fled with my love. ",o4986-l31105,/əʊv/ | /ʌv/,half-pararhyme,ababc<b>d</b>c<b>d</b>,pers00199,o4986-w0740
serene | green," ""The air breathes no longer serene,",o4986-l31100," ""No longer these meadows look green,",o4986-l31090,/iːn/ | /iːn/,full,abab<b>c</b>d<b>c</b>d,pers00199,o4986-w0740
love | grove,""" All Summer is fled with my love. ",o4986-l31105,""" Now the warblers abandon the grove,",o4986-l31095,/ʌv/ | /əʊv/,half-pararhyme,ababc<b>d</b>c<b>d</b>,pers00199,o4986-w0740
sighs | eyes," ""Oh! Daphne, you heard my fond sighs,",o4986-l31110," ""When I gaz'd with delight on your eyes,",o4986-l31120,/aɪz/ | /aɪz/,full,<b>a</b>b<b>a</b>bcdcd,pers00199,o4986-w0740
disdain | restrain,""" You did not my passion disdain,",o4986-l31115,""" My soft glances you did not restrain:",o4986-l31125,/eɪn/ | /eɪn/,full,a<b>b</b>a<b>b</b>cdcd,pers00199,o4986-w0740
eyes | sighs," ""When I gaz'd with delight on your eyes,",o4986-l31120," ""Oh! Daphne, you heard my fond sighs,",o4986-l31110,/aɪz/ | /aɪz/,full,<b>a</b>b<b>a</b>bcdcd,pers00199,o4986-w0740
restrain | disdain,""" My soft glances you did not restrain:",o4986-l31125,""" You did not my passion disdain,",o4986-l31115,/eɪn/ | /eɪn/,full,a<b>b</b>a<b>b</b>cdcd,pers00199,o4986-w0740
woes | repose," ""But now you make sport of my woes,",o4986-l31130," ""I enjoy not the sweets of repose,",o4986-l31140,/əʊz/ | /əʊz/,full,abab<b>c</b>d<b>c</b>d,pers00199,o4986-w0740
feel | conceal,""" And laugh at the sufferings I feel,",o4986-l31135,""" Nor can I my torments conceal! ",o4986-l31145,/iːl/ | /iːl/,full,ababc<b>d</b>c<b>d</b>,pers00199,o4986-w0740
repose | woes," ""I enjoy not the sweets of repose,",o4986-l31140," ""But now you make sport of my woes,",o4986-l31130,/əʊz/ | /əʊz/,full,abab<b>c</b>d<b>c</b>d,pers00199,o4986-w0740
conceal | feel,""" Nor can I my torments conceal! ",o4986-l31145,""" And laugh at the sufferings I feel,",o4986-l31135,/iːl/ | /iːl/,full,ababc<b>d</b>c<b>d</b>,pers00199,o4986-w0740
love | grove," ""Farewell, ye sad scenes of my love,",o4986-l31150," ""Adieu to the mead an he grove,",o4986-l31160,/ʌv/ | /əʊv/,half-pararhyme,<b>a</b>b<b>a</b>bcdcd,pers00199,o4986-w0740
more | adore,""" I shall never revisit you more! ",o4986-l31155,""" 'Twas here I first learn'd to adore! ",o4986-l31165,/ɔː/ | /ɔː/,full,a<b>b</b>a<b>b</b>cdcd,pers00199,o4986-w0740
