r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
plain | rain,"OFT Faunus leaves Arcadia's plain,",o5155-l31220,"He guards my flocks from rushing rain,",o5155-l31230,/eɪn/ | /eɪn/,full,<b>a</b>b<b>a</b>b,pers00057,o5155-w0640
retreats | heats,And to the Sabine hill retreats:,o5155-l31225,"From piercing winds, and scorching heats.",o5155-l31235,/iːts/ | /iːts/,full,a<b>b</b>a<b>b</b>,pers00057,o5155-w0640
rain | plain,"He guards my flocks from rushing rain,",o5155-l31230,"OFT Faunus leaves Arcadia's plain,",o5155-l31220,/eɪn/ | /eɪn/,full,<b>a</b>b<b>a</b>b,pers00057,o5155-w0640
heats | retreats,"From piercing winds, and scorching heats.",o5155-l31235,And to the Sabine hill retreats:,o5155-l31225,/iːts/ | /iːts/,full,a<b>b</b>a<b>b</b>,pers00057,o5155-w0640
appear | fear,"Where lurks the thyme, or shrubs appear,",o5155-l31240,"My goats no pois'nous serpent fear,",o5155-l31250,/ɪə/ | /ɪə/,full,<b>a</b>b<b>a</b>b,pers00057,o5155-w0640
play | way,My wanton kids securely play;,o5155-l31245,Safe wand'ring thro' the woodland way.,o5155-l31255,/eɪ/ | /eɪ/,full,a<b>b</b>a<b>b</b>,pers00057,o5155-w0640
fear | appear,"My goats no pois'nous serpent fear,",o5155-l31250,"Where lurks the thyme, or shrubs appear,",o5155-l31240,/ɪə/ | /ɪə/,full,<b>a</b>b<b>a</b>b,pers00057,o5155-w0640
way | play,Safe wand'ring thro' the woodland way.,o5155-l31255,My wanton kids securely play;,o5155-l31245,/eɪ/ | /eɪ/,full,a<b>b</b>a<b>b</b>,pers00057,o5155-w0640
invades | shades,No hostile wolf the fold invades;,o5155-l31260,"My song; and all the sylvan shades,",o5155-l31270,/eɪdz/ | /eɪdz/,full,<b>a</b>b<b>a</b>b,pers00057,o5155-w0640
rebound | sound,Ustica's pendent rocks rebound,o5155-l31265,"By Echo taught, return the sound.",o5155-l31275,/aʊnd/ | /aʊnd/,full,a<b>b</b>a<b>b</b>,pers00057,o5155-w0640
shades | invades,"My song; and all the sylvan shades,",o5155-l31270,No hostile wolf the fold invades;,o5155-l31260,/eɪdz/ | /eɪdz/,full,<b>a</b>b<b>a</b>b,pers00057,o5155-w0640
sound | rebound,"By Echo taught, return the sound.",o5155-l31275,Ustica's pendent rocks rebound,o5155-l31265,/aʊnd/ | /aʊnd/,full,a<b>b</b>a<b>b</b>,pers00057,o5155-w0640
hear | year,"The gods my verse propitious hear,",o5155-l31280,"For you, o'erflows the bounteous year,",o5155-l31290,/ɪə/ | /ɪə/,full,<b>a</b>b<b>a</b>b,pers00057,o5155-w0640
shield | field,My head from every danger shield:,o5155-l31285,And Plenty's horn hath heap'd my field.,o5155-l31295,/iːld/ | /iːld/,full,a<b>b</b>a<b>b</b>,pers00057,o5155-w0640
year | hear,"For you, o'erflows the bounteous year,",o5155-l31290,"The gods my verse propitious hear,",o5155-l31280,/ɪə/ | /ɪə/,full,<b>a</b>b<b>a</b>b,pers00057,o5155-w0640
field | shield,And Plenty's horn hath heap'd my field.,o5155-l31295,My head from every danger shield:,o5155-l31285,/iːld/ | /iːld/,full,a<b>b</b>a<b>b</b>,pers00057,o5155-w0640
string | sing,"Responsive to the Teian string,",o5155-l31300,"Here, softly warbling you shall sing",o5155-l31310,/ɪŋ/ | /ɪŋ/,full,<b>a</b>b<b>a</b>b,pers00057,o5155-w0640
vale | tale,"Within the sun-defended vale,",o5155-l31305,"Each tender, tuneful, am'rous tale.",o5155-l31315,/ɑːleɪ/ | /eɪl/,half-vowelrhyme,a<b>b</b>a<b>b</b>,pers00057,o5155-w0640
sing | string,"Here, softly warbling you shall sing",o5155-l31310,"Responsive to the Teian string,",o5155-l31300,/ɪŋ/ | /ɪŋ/,full,<b>a</b>b<b>a</b>b,pers00057,o5155-w0640
tale | vale,"Each tender, tuneful, am'rous tale.",o5155-l31315,"Within the sun-defended vale,",o5155-l31305,/eɪl/ | /ɑːleɪ/,half-vowelrhyme,a<b>b</b>a<b>b</b>,pers00057,o5155-w0640
bands | hands,"No rival, here, shall burst the bands",o5155-l31320,Nor seize her weakly struggling hands;,o5155-l31330,/ændz/ | /ændz/,full,<b>a</b>b<b>a</b>b,pers00057,o5155-w0640
hair | fair,"That wreathe my charmer's beauteous hair,",o5155-l31325,But Love and Horace guard the fair.,o5155-l31335,/eə/ | /eə/,full,a<b>b</b>a<b>b</b>,pers00057,o5155-w0640
hands | bands,Nor seize her weakly struggling hands;,o5155-l31330,"No rival, here, shall burst the bands",o5155-l31320,/ændz/ | /ændz/,full,<b>a</b>b<b>a</b>b,pers00057,o5155-w0640
fair | hair,But Love and Horace guard the fair.,o5155-l31335,"That wreathe my charmer's beauteous hair,",o5155-l31325,/eə/ | /eə/,full,a<b>b</b>a<b>b</b>,pers00057,o5155-w0640
cell | dwell,BENEATH this rural cell,o4985-l36440, Far from the busy crowd sequester'd dwell. ,o4985-l36450,/el/ | /el/,full,<b>a</b>b<b>a</b>cccbddeeffgghihkki,pers00057,o4985-w0550
content | meant, Sweet-smiling Peace and calm Content,o4985-l36445, For not for these is meant,o4985-l36470,/ɒntent/ | /ent/,half-vowelrhyme,a<b>b</b>accc<b>b</b>ddeeffgghihkki,pers00057,o4985-w0550
dwell | cell, Far from the busy crowd sequester'd dwell. ,o4985-l36450,BENEATH this rural cell,o4985-l36440,/el/ | /el/,full,<b>a</b>b<b>a</b>cccbddeeffgghihkki,pers00057,o4985-w0550
near | revere,"Mortal, approaching near,",o4985-l36455," The hallow'd seat revere,",o4985-l36460,/ɪə/ | /ɪə/,full,aba<b>c</b><b>c</b>cbddeeffgghihkki,pers00057,o4985-w0550
near | here,"Mortal, approaching near,",o4985-l36455, Nor bring the loud tumultuous Passions here;,o4985-l36465,/ɪə/ | /ɪə/,full,aba<b>c</b>c<b>c</b>bddeeffgghihkki,pers00057,o4985-w0550
revere | near," The hallow'd seat revere,",o4985-l36460,"Mortal, approaching near,",o4985-l36455,/ɪə/ | /ɪə/,full,aba<b>c</b><b>c</b>cbddeeffgghihkki,pers00057,o4985-w0550
revere | here," The hallow'd seat revere,",o4985-l36460, Nor bring the loud tumultuous Passions here;,o4985-l36465,/ɪə/ | /ɪə/,full,abac<b>c</b><b>c</b>bddeeffgghihkki,pers00057,o4985-w0550
here | near, Nor bring the loud tumultuous Passions here;,o4985-l36465,"Mortal, approaching near,",o4985-l36455,/ɪə/ | /ɪə/,full,aba<b>c</b>c<b>c</b>bddeeffgghihkki,pers00057,o4985-w0550
here | revere, Nor bring the loud tumultuous Passions here;,o4985-l36465," The hallow'd seat revere,",o4985-l36460,/ɪə/ | /ɪə/,full,abac<b>c</b><b>c</b>bddeeffgghihkki,pers00057,o4985-w0550
meant | content, For not for these is meant,o4985-l36470, Sweet-smiling Peace and calm Content,o4985-l36445,/ent/ | /ɒntent/,half-vowelrhyme,a<b>b</b>accc<b>b</b>ddeeffgghihkki,pers00057,o4985-w0550
stream | dream," The sacred silence of the stream,",o4985-l36475, Nor cave prophetic prompting Fancy's dream;,o4985-l36480,/iːm/ | /iːm/,full,abacccb<b>d</b><b>d</b>eeffgghihkki,pers00057,o4985-w0550
dream | stream, Nor cave prophetic prompting Fancy's dream;,o4985-l36480," The sacred silence of the stream,",o4985-l36475,/iːm/ | /iːm/,full,abacccb<b>d</b><b>d</b>eeffgghihkki,pers00057,o4985-w0550
rude | intrude," If, with presumption rude,",o4985-l36485," Thy daring steps intrude,",o4985-l36490,/uːd/ | /uːd/,full,abacccbdd<b>e</b><b>e</b>ffgghihkki,pers00057,o4985-w0550
intrude | rude," Thy daring steps intrude,",o4985-l36490," If, with presumption rude,",o4985-l36485,/uːd/ | /uːd/,full,abacccbdd<b>e</b><b>e</b>ffgghihkki,pers00057,o4985-w0550
eye | fly," Know, that with jealous eye",o4985-l36495, Peace and Content will fly;,o4985-l36500,/aɪ/ | /aɪ/,full,abacccbddee<b>f</b><b>f</b>gghihkki,pers00057,o4985-w0550
fly | eye, Peace and Content will fly;,o4985-l36500," Know, that with jealous eye",o4985-l36495,/aɪ/ | /aɪ/,full,abacccbddee<b>f</b><b>f</b>gghihkki,pers00057,o4985-w0550
abode | wood," The thoughtful Genius of the lone abode,",o4985-l36505," And Guardian Spirit of this solemn wood,",o4985-l36510,/əʊd/ | /ʊd/,half-pararhyme,abacccbddeeff<b>g</b><b>g</b>hihkki,pers00057,o4985-w0550
wood | abode," And Guardian Spirit of this solemn wood,",o4985-l36510," The thoughtful Genius of the lone abode,",o4985-l36505,/ʊd/ | /əʊd/,half-pararhyme,abacccbddeeff<b>g</b><b>g</b>hihkki,pers00057,o4985-w0550
wrong | belong, Will sure revenge the sacrilegious wrong;,o4985-l36515, And all the haunted solitude belong,o4985-l36525,/ɒŋ/ | /ɒŋ/,full,abacccbddeeffgg<b>h</b>i<b>h</b>kki,pers00057,o4985-w0550
flow | woe," Reflection's tear will then in secret flow,",o4985-l36520," With keen remorse, and oft redoubled woe. ",o4985-l36540,/əʊ/ | /əʊ/,full,abacccbddeeffggh<b>i</b>hkk<b>i</b>,pers00057,o4985-w0550
belong | wrong, And all the haunted solitude belong,o4985-l36525, Will sure revenge the sacrilegious wrong;,o4985-l36515,/ɒŋ/ | /ɒŋ/,full,abacccbddeeffgg<b>h</b>i<b>h</b>kki,pers00057,o4985-w0550
train | pain," To Melancholy's train,",o4985-l36530, Who point the sting of pain,o4985-l36535,/eɪn/ | /eɪn/,full,abacccbddeeffgghih<b>k</b><b>k</b>i,pers00057,o4985-w0550
