r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
succeed | bleed,"Go, first, sweet hope! to thine own Heaven succeed,",pik94-l03905," While here thy mother's heart must ever bleed,",pik94-l03910,/iːd/ | /iːd/,full,<b>a</b><b>a</b>,pers00327,pik94-w0180
bleed | succeed," While here thy mother's heart must ever bleed,",pik94-l03910,"Go, first, sweet hope! to thine own Heaven succeed,",pik94-l03905,/iːd/ | /iːd/,full,<b>a</b><b>a</b>,pers00327,pik94-w0180
day | lay," Must ever mourn, till that auspicious day",pik94-l03915, That lays me where thy much-lov'd ashes lay. ,pik94-l03920,/eɪ/ | /eɪ/,full,<b>a</b><b>a</b>,pers00327,pik94-w0180
lay | day, That lays me where thy much-lov'd ashes lay. ,pik94-l03920," Must ever mourn, till that auspicious day",pik94-l03915,/eɪ/ | /eɪ/,full,<b>a</b><b>a</b>,pers00327,pik94-w0180
ear | tear,"This lonely hour my sorrows reach no ear,",pik94-l03925, This lonely hour no eye beholds this tear;,pik94-l03930,/ɪə/ | /ɪə/,full,<b>a</b><b>a</b>,pers00327,pik94-w0180
tear | ear, This lonely hour no eye beholds this tear;,pik94-l03930,"This lonely hour my sorrows reach no ear,",pik94-l03925,/ɪə/ | /ɪə/,full,<b>a</b><b>a</b>,pers00327,pik94-w0180
throne | own, My angel! thou from thy resplendent throne,pik94-l03935," Oh! take this moment, it is all thine own;",pik94-l03940,/əʊn/ | /əʊn/,full,<b>a</b><b>a</b>,pers00327,pik94-w0180
own | throne," Oh! take this moment, it is all thine own;",pik94-l03940, My angel! thou from thy resplendent throne,pik94-l03935,/əʊn/ | /əʊn/,full,<b>a</b><b>a</b>,pers00327,pik94-w0180
rise | skies," Spite of religious aid my wishes rise,",pik94-l03945, Ah! me! how weak to wish thee from the skies! ,pik94-l03950,/aɪz/ | /aɪz/,full,<b>a</b><b>a</b>,pers00327,pik94-w0180
skies | rise, Ah! me! how weak to wish thee from the skies! ,pik94-l03950," Spite of religious aid my wishes rise,",pik94-l03945,/aɪz/ | /aɪz/,full,<b>a</b><b>a</b>,pers00327,pik94-w0180
smile | beguile,"Sometimes (delusion strong) I see thee smile,",pik94-l03955," I hear thy lisping voice my cares beguile,",pik94-l03960,/aɪl/ | /aɪl/,full,<b>a</b><b>a</b>,pers00327,pik94-w0180
beguile | smile," I hear thy lisping voice my cares beguile,",pik94-l03960,"Sometimes (delusion strong) I see thee smile,",pik94-l03955,/aɪl/ | /aɪl/,full,<b>a</b><b>a</b>,pers00327,pik94-w0180
truth | youth, And fancy wandering (how remote from truth),pik94-l03965, Surveys thee blooming in the pride of youth;,pik94-l03970,/uːθ/ | /uːθ/,full,<b>a</b><b>a</b>,pers00327,pik94-w0180
youth | truth, Surveys thee blooming in the pride of youth;,pik94-l03970, And fancy wandering (how remote from truth),pik94-l03965,/uːθ/ | /uːθ/,full,<b>a</b><b>a</b>,pers00327,pik94-w0180
implore | more, Beholds thee all a mother can implore;,pik94-l03975," Reason returns, and says, thou art no more! ",pik94-l03980,/ɔː/ | /ɔː/,full,<b>a</b><b>a</b>,pers00327,pik94-w0180
more | implore," Reason returns, and says, thou art no more! ",pik94-l03980, Beholds thee all a mother can implore;,pik94-l03975,/ɔː/ | /ɔː/,full,<b>a</b><b>a</b>,pers00327,pik94-w0180
power | hour,"Ah! sad remembrance, why exert thy power,",pik94-l03985," Why, why recal the past endearing hour,",pik94-l03990,/aʊə/ | /æə/,half-pararhyme,<b>a</b><b>a</b>,pers00327,pik94-w0180
hour | power," Why, why recal the past endearing hour,",pik94-l03990,"Ah! sad remembrance, why exert thy power,",pik94-l03985,/æə/ | /aʊə/,half-pararhyme,<b>a</b><b>a</b>,pers00327,pik94-w0180
reposed | disclosed," When thy sweet frame upon my breast repos'd,",pik94-l03995, And opening beauty every look disclos'd? ,pik94-l04000,/əʊzd/ | /əʊzd/,full,<b>a</b><b>a</b>,pers00327,pik94-w0180
disclosed | reposed, And opening beauty every look disclos'd? ,pik94-l04000," When thy sweet frame upon my breast repos'd,",pik94-l03995,/əʊzd/ | /əʊzd/,full,<b>a</b><b>a</b>,pers00327,pik94-w0180
delight | sight,"Each happier mother, vain of her delight,",pik94-l04005," Still, still obtrudes her darling on my sight;",pik94-l04010,/aɪt/ | /aɪt/,full,<b>a</b><b>a</b>,pers00327,pik94-w0180
sight | delight," Still, still obtrudes her darling on my sight;",pik94-l04010,"Each happier mother, vain of her delight,",pik94-l04005,/aɪt/ | /aɪt/,full,<b>a</b><b>a</b>,pers00327,pik94-w0180
cry | eye," Then in the harmless smile, the feeble cry,",pik94-l04015," I hear the voice, I see thy languid eye:",pik94-l04020,/aɪ/ | /aɪ/,full,<b>a</b><b>a</b>,pers00327,pik94-w0180
