r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
divine | thine,"BRITON! the thunder of the wrath divine,",o5154-l01870,"Due to thy fathers crimes, and long with-held from thine,",o5154-l01875,/aɪn/ | /aɪn/,full,<b>a</b><b>a</b>bcbcdd,pers00031,o5154-w0060
thine | divine,"Due to thy fathers crimes, and long with-held from thine,",o5154-l01875,"BRITON! the thunder of the wrath divine,",o5154-l01870,/aɪn/ | /aɪn/,full,<b>a</b><b>a</b>bcbcdd,pers00031,o5154-w0060
head | led,Shall burst with tenfold rage on thy devoted head;,o5154-l01880,"By meek, heart-struck repentance led,",o5154-l01890,/ed/ | /ed/,full,aa<b>b</b>c<b>b</b>cdd,pers00031,o5154-w0060
awed | god,"Unless with conscious terrors aw'd,",o5154-l01885,Suppliant thou fall before th' offended God:,o5154-l01895,/ɔːd/ | /ɒd/,half-pararhyme,aab<b>c</b>b<b>c</b>dd,pers00031,o5154-w0060
led | head,"By meek, heart-struck repentance led,",o5154-l01890,Shall burst with tenfold rage on thy devoted head;,o5154-l01880,/ed/ | /ed/,full,aa<b>b</b>c<b>b</b>cdd,pers00031,o5154-w0060
god | awed,Suppliant thou fall before th' offended God:,o5154-l01895,"Unless with conscious terrors aw'd,",o5154-l01885,/ɒd/ | /ɔːd/,half-pararhyme,aab<b>c</b>b<b>c</b>dd,pers00031,o5154-w0060
ire | fire,If haply yet thou may'st avert his ire;,o5154-l01900,And stay his arm out-stretch'd to launce the avenging fire.,o5154-l01905,/æə/ | /æə/,full,aabcbc<b>d</b><b>d</b>,pers00031,o5154-w0060
fire | ire,And stay his arm out-stretch'd to launce the avenging fire.,o5154-l01905,If haply yet thou may'st avert his ire;,o5154-l01900,/æə/ | /æə/,full,aabcbc<b>d</b><b>d</b>,pers00031,o5154-w0060
ordain | main,"Did not high God of old ordain,",o5154-l01910,"When to thy grasp he gave the scepter of the main,",o5154-l01915,/eɪn/ | /eɪn/,full,<b>a</b><b>a</b>bbccabddee,pers00031,o5154-w0060
ordain | spain,"Did not high God of old ordain,",o5154-l01910,"Humbled the pride of haughty Spain,",o5154-l01940,/eɪn/ | /eɪn/,full,<b>a</b>abbcc<b>a</b>bddee,pers00031,o5154-w0060
main | ordain,"When to thy grasp he gave the scepter of the main,",o5154-l01915,"Did not high God of old ordain,",o5154-l01910,/eɪn/ | /eɪn/,full,<b>a</b><b>a</b>bbccabddee,pers00031,o5154-w0060
main | spain,"When to thy grasp he gave the scepter of the main,",o5154-l01915,"Humbled the pride of haughty Spain,",o5154-l01940,/eɪn/ | /eɪn/,full,a<b>a</b>bbcc<b>a</b>bddee,pers00031,o5154-w0060
land | stand,"That empire in this favour'd land,",o5154-l01920,Fix'd on religion's solid base should stand?,o5154-l01925,/ænd/ | /ænd/,full,aa<b>b</b><b>b</b>ccabddee,pers00031,o5154-w0060
land | hand,"That empire in this favour'd land,",o5154-l01920,And free'd thee by a woman-hero's hand;,o5154-l01945,/ænd/ | /ænd/,full,aa<b>b</b>bcca<b>b</b>ddee,pers00031,o5154-w0060
stand | land,Fix'd on religion's solid base should stand?,o5154-l01925,"That empire in this favour'd land,",o5154-l01920,/ænd/ | /ænd/,full,aa<b>b</b><b>b</b>ccabddee,pers00031,o5154-w0060
stand | hand,Fix'd on religion's solid base should stand?,o5154-l01925,And free'd thee by a woman-hero's hand;,o5154-l01945,/ænd/ | /ænd/,full,aab<b>b</b>cca<b>b</b>ddee,pers00031,o5154-w0060
broke | yoke,When from thy struggling neck he broke,o5154-l01930,"Th' inglorious, galling, papal yoke,",o5154-l01935,/əʊk/ | /əʊk/,full,aabb<b>c</b><b>c</b>abddee,pers00031,o5154-w0060
yoke | broke,"Th' inglorious, galling, papal yoke,",o5154-l01935,When from thy struggling neck he broke,o5154-l01930,/əʊk/ | /əʊk/,full,aabb<b>c</b><b>c</b>abddee,pers00031,o5154-w0060
spain | ordain,"Humbled the pride of haughty Spain,",o5154-l01940,"Did not high God of old ordain,",o5154-l01910,/eɪn/ | /eɪn/,full,<b>a</b>abbcc<b>a</b>bddee,pers00031,o5154-w0060
spain | main,"Humbled the pride of haughty Spain,",o5154-l01940,"When to thy grasp he gave the scepter of the main,",o5154-l01915,/eɪn/ | /eɪn/,full,a<b>a</b>bbcc<b>a</b>bddee,pers00031,o5154-w0060
hand | land,And free'd thee by a woman-hero's hand;,o5154-l01945,"That empire in this favour'd land,",o5154-l01920,/ænd/ | /ænd/,full,aa<b>b</b>bcca<b>b</b>ddee,pers00031,o5154-w0060
hand | stand,And free'd thee by a woman-hero's hand;,o5154-l01945,Fix'd on religion's solid base should stand?,o5154-l01925,/ænd/ | /ænd/,full,aab<b>b</b>cca<b>b</b>ddee,pers00031,o5154-w0060
degree | free,He then confirm'd the strong degree:,o5154-l01950,"""Briton, be virtuous and be free;",o5154-l01955,/iː/ | /iː/,full,aabbccab<b>d</b><b>d</b>ee,pers00031,o5154-w0060
free | degree,"""Briton, be virtuous and be free;",o5154-l01955,He then confirm'd the strong degree:,o5154-l01950,/iː/ | /iː/,full,aabbccab<b>d</b><b>d</b>ee,pers00031,o5154-w0060
guide | beside,"""Be truth, be sanctity thy guide:",o5154-l01960,"""Be humble: fear thy God; and fear thou none beside.""",o5154-l01965,/aɪd/ | /aɪd/,full,aabbccabdd<b>e</b><b>e</b>,pers00031,o5154-w0060
beside | guide,"""Be humble: fear thy God; and fear thou none beside.""",o5154-l01965,"""Be truth, be sanctity thy guide:",o5154-l01960,/aɪd/ | /aɪd/,full,aabbccabdd<b>e</b><b>e</b>,pers00031,o5154-w0060
shown | overthrown,Oft has th' offended Pow'r his rising anger shown:,o5154-l01970,Twice have her barbarous sons our war-train'd hosts o'erthrown.,o5154-l01985,/əʊn/ | /əʊn/,full,<b>a</b>bb<b>a</b>cdcd,pers00031,o5154-w0060
hand | land,Led on by his avenging hand,o5154-l01975,Rebellion triumphs in the land:,o5154-l01980,/ænd/ | /ænd/,full,a<b>b</b><b>b</b>acdcd,pers00031,o5154-w0060
land | hand,Rebellion triumphs in the land:,o5154-l01980,Led on by his avenging hand,o5154-l01975,/ænd/ | /ænd/,full,a<b>b</b><b>b</b>acdcd,pers00031,o5154-w0060
overthrown | shown,Twice have her barbarous sons our war-train'd hosts o'erthrown.,o5154-l01985,Oft has th' offended Pow'r his rising anger shown:,o5154-l01970,/əʊn/ | /əʊn/,full,<b>a</b>bb<b>a</b>cdcd,pers00031,o5154-w0060
prey | dismay,They fell a cheap inglorious prey;,o5154-l01990,"While heav'n-bred fear, and wild dismay,",o5154-l02000,/eɪ/ | /eɪ/,full,abba<b>c</b>d<b>c</b>d,pers00031,o5154-w0060
suppressed | breast,"Th' ambitious victor's boast was half supprest,",o5154-l01995,"Unman'd the warrior's heart, and reign'd in every breast.",o5154-l02005,/est/ | /est/,full,abbac<b>d</b>c<b>d</b>,pers00031,o5154-w0060
dismay | prey,"While heav'n-bred fear, and wild dismay,",o5154-l02000,They fell a cheap inglorious prey;,o5154-l01990,/eɪ/ | /eɪ/,full,abba<b>c</b>d<b>c</b>d,pers00031,o5154-w0060
breast | suppressed,"Unman'd the warrior's heart, and reign'd in every breast.",o5154-l02005,"Th' ambitious victor's boast was half supprest,",o5154-l01995,/est/ | /est/,full,abbac<b>d</b>c<b>d</b>,pers00031,o5154-w0060
bore | more,Her arms to foreign lands Britannia bore;,o5154-l02010,"Her arms, auspicious now no more!",o5154-l02015,/ɔː/ | /ɔː/,full,<b>a</b><b>a</b>bbccddeeff,pers00031,o5154-w0060
more | bore,"Her arms, auspicious now no more!",o5154-l02015,Her arms to foreign lands Britannia bore;,o5154-l02010,/ɔː/ | /ɔː/,full,<b>a</b><b>a</b>bbccddeeff,pers00031,o5154-w0060
crowned | ground,With frequent conquests where the fires were crown'd;,o5154-l02020,"The sons ill-fated fell, and bit the hostile ground:",o5154-l02025,/aʊnd/ | /aʊnd/,full,aa<b>b</b><b>b</b>ccddeeff,pers00031,o5154-w0060
ground | crowned,"The sons ill-fated fell, and bit the hostile ground:",o5154-l02025,With frequent conquests where the fires were crown'd;,o5154-l02020,/aʊnd/ | /aʊnd/,full,aa<b>b</b><b>b</b>ccddeeff,pers00031,o5154-w0060
fled | bled,"The tame, war-trading Belgian fled,",o5154-l02030,While in his cause the Briton bled:,o5154-l02035,/ed/ | /ed/,full,aabb<b>c</b><b>c</b>ddeeff,pers00031,o5154-w0060
bled | fled,While in his cause the Briton bled:,o5154-l02035,"The tame, war-trading Belgian fled,",o5154-l02030,/ed/ | /ed/,full,aabb<b>c</b><b>c</b>ddeeff,pers00031,o5154-w0060
success | confess,The Gaul stood wond'ring at his own success;,o5154-l02040,"Oft did his hardiest bands their wonted fears confess,",o5154-l02045,/es/ | /es/,full,aabbcc<b>d</b><b>d</b>eeff,pers00031,o5154-w0060
confess | success,"Oft did his hardiest bands their wonted fears confess,",o5154-l02045,The Gaul stood wond'ring at his own success;,o5154-l02040,/es/ | /es/,full,aabbcc<b>d</b><b>d</b>eeff,pers00031,o5154-w0060
flight | fight,"Struck with dismay, and meditating flight;",o5154-l02050,"While the brave foe still urg'd th' unequal fight,",o5154-l02055,/aɪt/ | /aɪt/,full,aabbccdd<b>e</b><b>e</b>ff,pers00031,o5154-w0060
