r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
reign | chain," ""LET venal annals boast a Caesar's reign,",o4985-l08020,""" When Rome's great genius hugg'd th' imperial chain,",o4985-l08025,/eɪn/ | /eɪn/,full,<b>a</b><b>a</b>,pers00192,o4985-w0140
chain | reign,""" When Rome's great genius hugg'd th' imperial chain,",o4985-l08025," ""LET venal annals boast a Caesar's reign,",o4985-l08020,/eɪn/ | /eɪn/,full,<b>a</b><b>a</b>,pers00192,o4985-w0140
isle | smile," ""Freedom, gay Goddess, glads our happier isle,",o4985-l08030,""" Peace smooths her brow, as Plenty decks her smile;",o4985-l08035,/aɪl/ | /aɪl/,full,<b>a</b><b>a</b>,pers00192,o4985-w0140
smile | isle,""" Peace smooths her brow, as Plenty decks her smile;",o4985-l08035," ""Freedom, gay Goddess, glads our happier isle,",o4985-l08030,/aɪl/ | /aɪl/,full,<b>a</b><b>a</b>,pers00192,o4985-w0140
confessed | breast," ""In every son th' inspirer lives confess'd,",o4985-l08040,""" And lights up all the patriot in his breast,",o4985-l08045,/est/ | /est/,full,<b>a</b><b>a</b>,pers00192,o4985-w0140
breast | confessed,""" And lights up all the patriot in his breast,",o4985-l08045," ""In every son th' inspirer lives confess'd,",o4985-l08040,/est/ | /est/,full,<b>a</b><b>a</b>,pers00192,o4985-w0140
soul | whole," ""Breathes the same social warmth from soul to soul,",o4985-l08050,""" Till widening Nature pants but for a whole. ",o4985-l08055,/əʊl/ | /əʊl/,full,<b>a</b><b>a</b>,pers00192,o4985-w0140
whole | soul,""" Till widening Nature pants but for a whole. ",o4985-l08055," ""Breathes the same social warmth from soul to soul,",o4985-l08050,/əʊl/ | /əʊl/,full,<b>a</b><b>a</b>,pers00192,o4985-w0140
displayed | shade," ""Shines he in life's meridian beam display'd,",o4985-l08060,""" Or gives his milder virtues to the shade;",o4985-l08065,/eɪd/ | /eɪd/,full,<b>a</b><b>a</b>,pers00192,o4985-w0140
shade | displayed,""" Or gives his milder virtues to the shade;",o4985-l08065," ""Shines he in life's meridian beam display'd,",o4985-l08060,/eɪd/ | /eɪd/,full,<b>a</b><b>a</b>,pers00192,o4985-w0140
crest | vest," ""Glares the proud ribbon, nods the martial crest,",o4985-l08070,""" Or flaunt the tatters on his motly vest;",o4985-l08075,/est/ | /est/,full,<b>a</b><b>a</b>,pers00192,o4985-w0140
vest | crest,""" Or flaunt the tatters on his motly vest;",o4985-l08075," ""Glares the proud ribbon, nods the martial crest,",o4985-l08070,/est/ | /est/,full,<b>a</b><b>a</b>,pers00192,o4985-w0140
sphere | fear," ""The godlike Briton fills his every sphere",o4985-l08080,""" Without a frailty, and without a fear. ",o4985-l08085,/ɪə/ | /ɪə/,full,<b>a</b><b>a</b>,pers00192,o4985-w0140
