r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
sed | made,"RIGHT wele of lerned clerkis is it sed,",o5156-l35040,That womenhud for mannis' use is made;,o5156-l35045,/ed/ | /eɪd/,half-pararhyme,<b>a</b><b>a</b>,pers00003,o5156-w1070
made | sed,That womenhud for mannis' use is made;,o5156-l35045,"RIGHT wele of lerned clerkis is it sed,",o5156-l35040,/eɪd/ | /ed/,half-pararhyme,<b>a</b><b>a</b>,pers00003,o5156-w1070
so | mo,"But naughty man liketh not one, or so,",o5156-l35050,He lusteth aye unthirftily for mo;,o5156-l35055,/əʊ/ | /əʊ/,full,<b>a</b><b>a</b>,pers00003,o5156-w1070
mo | so,He lusteth aye unthirftily for mo;,o5156-l35055,"But naughty man liketh not one, or so,",o5156-l35050,/əʊ/ | /əʊ/,full,<b>a</b><b>a</b>,pers00003,o5156-w1070
tied | abide,"And whom he whilome cherished, when tied",o5156-l35060,By holy church he cannot her abide.,o5156-l35065,/aɪd/ | /aɪd/,full,<b>a</b><b>a</b>,pers00003,o5156-w1070
abide | tied,By holy church he cannot her abide.,o5156-l35065,"And whom he whilome cherished, when tied",o5156-l35060,/aɪd/ | /aɪd/,full,<b>a</b><b>a</b>,pers00003,o5156-w1070
bone | grown,"Like unto dog which lighteth of a bone,",o5156-l35070,"His tail he waggeth, glad therefore y-grown,",o5156-l35075,/əʊn/ | /əʊn/,full,<b>a</b><b>a</b>,pers00003,o5156-w1070
grown | bone,"His tail he waggeth, glad therefore y-grown,",o5156-l35075,"Like unto dog which lighteth of a bone,",o5156-l35070,/əʊn/ | /əʊn/,full,<b>a</b><b>a</b>,pers00003,o5156-w1070
tie | fly,"But thilke same bone if to his tail thou tye,",o5156-l35080,"Pardie, he fearing it away doth fly.",o5156-l35085,/aɪ/ | /aɪ/,full,<b>a</b><b>a</b>,pers00003,o5156-w1070
fly | tie,"Pardie, he fearing it away doth fly.",o5156-l35085,"But thilke same bone if to his tail thou tye,",o5156-l35080,/aɪ/ | /aɪ/,full,<b>a</b><b>a</b>,pers00003,o5156-w1070
