r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
delights | invites,"PARDON, great Duke, if Britain's stile delights;",o5156-l15170,Or if th' Imperial title more invites;,o5156-l15175,/aɪts/ | /ɪnvaɪts/,half-vowelrhyme,<b>a</b><b>a</b>,pers00086,o5156-w0530
invites | delights,Or if th' Imperial title more invites;,o5156-l15175,"PARDON, great Duke, if Britain's stile delights;",o5156-l15170,/ɪnvaɪts/ | /aɪts/,half-vowelrhyme,<b>a</b><b>a</b>,pers00086,o5156-w0530
muse | excuse,"Pardon, great Prince, the failings of a Muse,",o5156-l15180,"That dares not hope for more than your excuse,",o5156-l15185,/uːz/ | /uːz/,full,<b>a</b><b>a</b>,pers00086,o5156-w0530
excuse | muse,"That dares not hope for more than your excuse,",o5156-l15185,"Pardon, great Prince, the failings of a Muse,",o5156-l15180,/uːz/ | /uːz/,full,<b>a</b><b>a</b>,pers00086,o5156-w0530
praise | lays,"Forc'd at a distance to attempt your praise,",o5156-l15190,"And sing your victories in mournful lays,",o5156-l15195,/eɪz/ | /eɪz/,full,<b>a</b><b>a</b>,pers00086,o5156-w0530
lays | praise,"And sing your victories in mournful lays,",o5156-l15195,"Forc'd at a distance to attempt your praise,",o5156-l15190,/eɪz/ | /eɪz/,full,<b>a</b><b>a</b>,pers00086,o5156-w0530
light | sight,"To cast in shadows, and allay the light,",o5156-l15200,"That wounds, with nearer rays, the dazled sight,",o5156-l15205,/aɪt/ | /aɪt/,full,<b>a</b><b>a</b>,pers00086,o5156-w0530
sight | light,"That wounds, with nearer rays, the dazled sight,",o5156-l15205,"To cast in shadows, and allay the light,",o5156-l15200,/aɪt/ | /aɪt/,full,<b>a</b><b>a</b>,pers00086,o5156-w0530
strain | profane,Nor durst in a direct and open strain,o5156-l15210,"Such acts, with her unhallow'd notes, prophane:",o5156-l15215,/eɪn/ | /ɒfeɪn/,half-vowelrhyme,<b>a</b><b>a</b>,pers00086,o5156-w0530
profane | strain,"Such acts, with her unhallow'd notes, prophane:",o5156-l15215,Nor durst in a direct and open strain,o5156-l15210,/ɒfeɪn/ | /eɪn/,half-vowelrhyme,<b>a</b><b>a</b>,pers00086,o5156-w0530
grow | owe,"In tow'ring verse let meaner heroes grow,",o5156-l15220,"And to elab'rate lines their greatness owe,",o5156-l15225,/əʊ/ | /əʊ/,full,<b>a</b><b>a</b>,pers00086,o5156-w0530
owe | grow,"And to elab'rate lines their greatness owe,",o5156-l15225,"In tow'ring verse let meaner heroes grow,",o5156-l15220,/əʊ/ | /əʊ/,full,<b>a</b><b>a</b>,pers00086,o5156-w0530
want | grant,"Your actions, own'd by ev'ry nation, want",o5156-l15230,"Praises, no greater than a foe may grant.",o5156-l15235,/ɒnt/ | /ɑːnt/,half-pararhyme,<b>a</b><b>a</b>,pers00086,o5156-w0530
grant | want,"Praises, no greater than a foe may grant.",o5156-l15235,"Your actions, own'd by ev'ry nation, want",o5156-l15230,/ɑːnt/ | /ɒnt/,half-pararhyme,<b>a</b><b>a</b>,pers00086,o5156-w0530
sword | restored,"Oh! when shall Europe, by her MARLBRO'S sword,",o5156-l15240,"To lasting peace and liberty restor'd,",o5156-l15245,/ɔːd/ | /ɔːd/,full,<b>a</b><b>a</b>,pers00086,o5156-w0530
restored | sword,"To lasting peace and liberty restor'd,",o5156-l15245,"Oh! when shall Europe, by her MARLBRO'S sword,",o5156-l15240,/ɔːd/ | /ɔːd/,full,<b>a</b><b>a</b>,pers00086,o5156-w0530
retreat | seat,"Allow her weary champion a retreat,",o5156-l15250,To his lov'd country and his rising seat?,o5156-l15255,/iːt/ | /iːt/,full,<b>a</b><b>a</b>,pers00086,o5156-w0530
seat | retreat,To his lov'd country and his rising seat?,o5156-l15255,"Allow her weary champion a retreat,",o5156-l15250,/iːt/ | /iːt/,full,<b>a</b><b>a</b>,pers00086,o5156-w0530
noise | joys,"Where your soft partner, far from martial noise,",o5156-l15260,Your cares shall sweeten with domestic joys:,o5156-l15265,/ɔɪz/ | /ɔɪz/,full,<b>a</b><b>a</b>,pers00086,o5156-w0530
joys | noise,Your cares shall sweeten with domestic joys:,o5156-l15265,"Where your soft partner, far from martial noise,",o5156-l15260,/ɔɪz/ | /ɔɪz/,full,<b>a</b><b>a</b>,pers00086,o5156-w0530
hears | fears,"Your conquests she with doubtful pleasure hears,",o5156-l15270,And in the midst of ev'ry triumph fears;,o5156-l15275,/ɪəz/ | /ɪəz/,full,<b>a</b><b>a</b>,pers00086,o5156-w0530
fears | hears,And in the midst of ev'ry triumph fears;,o5156-l15275,"Your conquests she with doubtful pleasure hears,",o5156-l15270,/ɪəz/ | /ɪəz/,full,<b>a</b><b>a</b>,pers00086,o5156-w0530
life | wife,"Betwixt her queen and you divides her life,",o5156-l15280,"A friend obsequious, and a faithful wife.",o5156-l15285,/aɪf/ | /aɪf/,full,<b>a</b><b>a</b>,pers00086,o5156-w0530
