r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
plains | remains,"SWIFT roll the Rhine's billows, and water the plains,",o4779-l00005," Where Falkenstein Castle's majestic remains,",o4779-l00010,/eɪnz/ | /eɪnz/,full,<b>a</b><b>a</b>bccb,pers00319,o4779-w0010
remains | plains," Where Falkenstein Castle's majestic remains,",o4779-l00010,"SWIFT roll the Rhine's billows, and water the plains,",o4779-l00005,/eɪnz/ | /eɪnz/,full,<b>a</b><b>a</b>bccb,pers00319,o4779-w0010
rear | ear, Their moss-cover'd turrets still rear;,o4779-l00015, Her plaints in the passenger's ear. ,o4779-l00030,/ɪə/ | /ɪə/,full,aa<b>b</b>cc<b>b</b>,pers00319,o4779-w0010
prowl | owl," Oft loves the gaunt wolf midst the ruins to prowl,",o4779-l00020, What Time from the battlements pours the lone owl,o4779-l00025,/aʊl/ | /aʊl/,full,aab<b>c</b><b>c</b>b,pers00319,o4779-w0010
owl | prowl, What Time from the battlements pours the lone owl,o4779-l00025," Oft loves the gaunt wolf midst the ruins to prowl,",o4779-l00020,/aʊl/ | /aʊl/,full,aab<b>c</b><b>c</b>b,pers00319,o4779-w0010
ear | rear, Her plaints in the passenger's ear. ,o4779-l00030, Their moss-cover'd turrets still rear;,o4779-l00015,/ɪə/ | /ɪə/,full,aa<b>b</b>cc<b>b</b>,pers00319,o4779-w0010
hall | ball,No longer resound through the vaults of yon hall,o4779-l00035," The song of the minstrel, and mirth of the ball;",o4779-l00040,/ɔːl/ | /ɔːl/,full,<b>a</b><b>a</b>bccb,pers00319,o4779-w0010
ball | hall," The song of the minstrel, and mirth of the ball;",o4779-l00040,No longer resound through the vaults of yon hall,o4779-l00035,/ɔːl/ | /ɔːl/,full,<b>a</b><b>a</b>bccb,pers00319,o4779-w0010
fled | dread, Those pleasures for ever are fled;,o4779-l00045," And all is dark, silent, and dread! ",o4779-l00060,/ed/ | /ed/,full,aa<b>b</b>cc<b>b</b>,pers00319,o4779-w0010
brood | food, There now dwells the bat with her light-shunning brood;,o4779-l00050," There ravens and vultures now clamour for food,",o4779-l00055,/uːd/ | /uːd/,full,aab<b>c</b><b>c</b>b,pers00319,o4779-w0010
