r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
maid | glade,"I KNOW thee well, enchanting Maid! ",o4739-l01115,"I've mark'd thee in the silent glade,",o4739-l01120,/eɪd/ | /eɪd/,full,<b>a</b><b>a</b>,pers00285,o4739-w0080
glade | maid,"I've mark'd thee in the silent glade,",o4739-l01120,"I KNOW thee well, enchanting Maid! ",o4739-l01115,/eɪd/ | /eɪd/,full,<b>a</b><b>a</b>,pers00285,o4739-w0080
height | night," I've seen thee on the mountain's height,",o4739-l01125, I've met thee in the storms of night:,o4739-l01130,/aɪt/ | /aɪt/,full,<b>a</b><b>a</b>,pers00285,o4739-w0080
night | height, I've met thee in the storms of night:,o4739-l01130," I've seen thee on the mountain's height,",o4739-l01125,/aɪt/ | /aɪt/,full,<b>a</b><b>a</b>,pers00285,o4739-w0080
run | sun, I've view'd thee on the wild beach run,o4739-l01135, To gaze upon the setting sun;,o4739-l01140,/ʌn/ | /ʌn/,full,<b>a</b><b>a</b>,pers00285,o4739-w0080
sun | run, To gaze upon the setting sun;,o4739-l01140, I've view'd thee on the wild beach run,o4739-l01135,/ʌn/ | /ʌn/,full,<b>a</b><b>a</b>,pers00285,o4739-w0080
more | roar," Then stop aghast, his ray no more,",o4739-l01145, To hear th' impetuous surge's roar. ,o4739-l01150,/ɔː/ | /ɔː/,full,<b>a</b><b>a</b>,pers00285,o4739-w0080
roar | more, To hear th' impetuous surge's roar. ,o4739-l01150," Then stop aghast, his ray no more,",o4739-l01145,/ɔː/ | /ɔː/,full,<b>a</b><b>a</b>,pers00285,o4739-w0080
eye | high,Hast thou not stood with rapt'rous eye,o4739-l01155," To trace the starry worlds on high,",o4739-l01160,/aɪ/ | /aɪ/,full,<b>a</b><b>a</b>,pers00285,o4739-w0080
high | eye," To trace the starry worlds on high,",o4739-l01160,Hast thou not stood with rapt'rous eye,o4739-l01155,/aɪ/ | /aɪ/,full,<b>a</b><b>a</b>,pers00285,o4739-w0080
throw | glow, T'observe the moon's weak crescent throw,o4739-l01165," O'er hills, and woods, a glimm'ring glow:",o4739-l01170,/əʊ/ | /əʊ/,full,<b>a</b><b>a</b>,pers00285,o4739-w0080
glow | throw," O'er hills, and woods, a glimm'ring glow:",o4739-l01170, T'observe the moon's weak crescent throw,o4739-l01165,/əʊ/ | /əʊ/,full,<b>a</b><b>a</b>,pers00285,o4739-w0080
stream | beam," Or, all beside some wizard stream,",o4739-l01175, To watch its undulating beam? ,o4739-l01180,/iːm/ | /iːm/,full,<b>a</b><b>a</b>,pers00285,o4739-w0080
beam | stream, To watch its undulating beam? ,o4739-l01180," Or, all beside some wizard stream,",o4739-l01175,/iːm/ | /iːm/,full,<b>a</b><b>a</b>,pers00285,o4739-w0080
know | woe,O well thy form divine I know —,o4739-l01185, When youthful errors brought me woe;,o4739-l01190,/əʊ/ | /əʊ/,full,<b>a</b><b>a</b>,pers00285,o4739-w0080
woe | know, When youthful errors brought me woe;,o4739-l01190,O well thy form divine I know —,o4739-l01185,/əʊ/ | /əʊ/,full,<b>a</b><b>a</b>,pers00285,o4739-w0080
behold | cold," When all was dreary to behold,",o4739-l01195, And many a bosom-friend grew cold;,o4739-l01200,/əʊld/ | /əʊld/,full,<b>a</b><b>a</b>,pers00285,o4739-w0080
cold | behold, And many a bosom-friend grew cold;,o4739-l01200," When all was dreary to behold,",o4739-l01195,/əʊld/ | /əʊld/,full,<b>a</b><b>a</b>,pers00285,o4739-w0080
crew | flew," Thou, thou unlike the summer crew",o4739-l01205," That from my adverse fortune flew,",o4739-l01210,/uː/ | /uː/,full,<b>a</b><b>a</b>,pers00285,o4739-w0080
flew | crew," That from my adverse fortune flew,",o4739-l01210," Thou, thou unlike the summer crew",o4739-l01205,/uː/ | /uː/,full,<b>a</b><b>a</b>,pers00285,o4739-w0080
cheer | tear," Cam'st with melodious voice, to cheer",o4739-l01215," My throbbing heart, and check the tear. ",o4739-l01220,/ɪə/ | /ɪə/,full,<b>a</b><b>a</b>,pers00285,o4739-w0080
tear | cheer," My throbbing heart, and check the tear. ",o4739-l01220," Cam'st with melodious voice, to cheer",o4739-l01215,/ɪə/ | /ɪə/,full,<b>a</b><b>a</b>,pers00285,o4739-w0080
scan | man,"From thee I learnt, 'twas vain to scan",o4739-l01225, The low ingratitude of Man;,o4739-l01230,/æn/ | /æn/,full,<b>a</b><b>a</b>,pers00285,o4739-w0080
man | scan, The low ingratitude of Man;,o4739-l01230,"From thee I learnt, 'twas vain to scan",o4739-l01225,/æn/ | /æn/,full,<b>a</b><b>a</b>,pers00285,o4739-w0080
rove | love," Thou bad'st me Fancy's wilds to rove,",o4739-l01235, And seek th' ecstatic bow'r of Love. ,o4739-l01240,/əʊv/ | /ʌv/,half-pararhyme,<b>a</b><b>a</b>,pers00285,o4739-w0080
love | rove, And seek th' ecstatic bow'r of Love. ,o4739-l01240," Thou bad'st me Fancy's wilds to rove,",o4739-l01235,/ʌv/ | /əʊv/,half-pararhyme,<b>a</b><b>a</b>,pers00285,o4739-w0080
down | crown,"When on his couch I threw me down,",o4739-l01245," I saw thee weave a myrtle crown,",o4739-l01250,/aʊn/ | /aʊn/,full,<b>a</b><b>a</b>,pers00285,o4739-w0080
crown | down," I saw thee weave a myrtle crown,",o4739-l01250,"When on his couch I threw me down,",o4739-l01245,/aʊn/ | /aʊn/,full,<b>a</b><b>a</b>,pers00285,o4739-w0080
hair | fair, And blend it with the shining hair,o4739-l01255," Of her, the Fairest of the Fair. ",o4739-l01260,/eə/ | /eə/,full,<b>a</b><b>a</b>,pers00285,o4739-w0080
fair | hair," Of her, the Fairest of the Fair. ",o4739-l01260, And blend it with the shining hair,o4739-l01255,/eə/ | /eə/,full,<b>a</b><b>a</b>,pers00285,o4739-w0080
gale | exhale,"For this, may ev'ry wand'ring gale",o4739-l01265," The essence of the rose exhale,",o4739-l01270,/eɪl/ | /eɪl/,full,<b>a</b><b>a</b>,pers00285,o4739-w0080
exhale | gale," The essence of the rose exhale,",o4739-l01270,"For this, may ev'ry wand'ring gale",o4739-l01265,/eɪl/ | /eɪl/,full,<b>a</b><b>a</b>,pers00285,o4739-w0080
breast | rest," And pour the fragrance on thy breast,",o4739-l01275, And gently fan thy charms to rest. ,o4739-l01280,/est/ | /est/,full,<b>a</b><b>a</b>,pers00285,o4739-w0080
rest | breast, And gently fan thy charms to rest. ,o4739-l01280," And pour the fragrance on thy breast,",o4739-l01275,/est/ | /est/,full,<b>a</b><b>a</b>,pers00285,o4739-w0080
fly | eye,Soon as the purple slumbers fly,o4739-l01285," The op'ning radiance of thine eye,",o4739-l01290,/aɪ/ | /aɪ/,full,<b>a</b><b>a</b>,pers00285,o4739-w0080
eye | fly," The op'ning radiance of thine eye,",o4739-l01290,Soon as the purple slumbers fly,o4739-l01285,/aɪ/ | /aɪ/,full,<b>a</b><b>a</b>,pers00285,o4739-w0080
lyre | fire," Strike, strike again the magic lyre,",o4739-l01295," With all thy pathos, all thy fire;",o4739-l01300,/aɪə/ | /æə/,half-pararhyme,<b>a</b><b>a</b>,pers00285,o4739-w0080
fire | lyre," With all thy pathos, all thy fire;",o4739-l01300," Strike, strike again the magic lyre,",o4739-l01295,/æə/ | /aɪə/,half-pararhyme,<b>a</b><b>a</b>,pers00285,o4739-w0080
grace | race," With all that sweetly-warbled grace,",o4739-l01305, Which proves thee of celestial race. ,o4739-l01310,/eɪs/ | /eɪs/,full,<b>a</b><b>a</b>,pers00285,o4739-w0080
race | grace, Which proves thee of celestial race. ,o4739-l01310," With all that sweetly-warbled grace,",o4739-l01305,/eɪs/ | /eɪs/,full,<b>a</b><b>a</b>,pers00285,o4739-w0080
dressed | confessed,"O then, in varying colours drest,",o4739-l01315," And living glory stand confest,",o4739-l01320,/est/ | /est/,full,<b>a</b><b>a</b>,pers00285,o4739-w0080
confessed | dressed," And living glory stand confest,",o4739-l01320,"O then, in varying colours drest,",o4739-l01315,/est/ | /est/,full,<b>a</b><b>a</b>,pers00285,o4739-w0080
dew | anew," Shake from thy locks ambrosial dew,",o4739-l01325, And thrill each pulse of joy a-new;,o4739-l01330,/uː/ | /uː/,full,<b>a</b><b>a</b>,pers00285,o4739-w0080
anew | dew, And thrill each pulse of joy a-new;,o4739-l01330," Shake from thy locks ambrosial dew,",o4739-l01325,/uː/ | /uː/,full,<b>a</b><b>a</b>,pers00285,o4739-w0080
soul | roll," With glowing ardours rouse my soul,",o4739-l01335, And bid the tides of Passion roll. ,o4739-l01340,/əʊl/ | /əʊl/,full,<b>a</b><b>a</b>,pers00285,o4739-w0080
roll | soul, And bid the tides of Passion roll. ,o4739-l01340," With glowing ardours rouse my soul,",o4739-l01335,/əʊl/ | /əʊl/,full,<b>a</b><b>a</b>,pers00285,o4739-w0080
