r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
bind | mind,HOW long shall tyrant Custom bind,o5155-l33230,In slavish chains the human mind?,o5155-l33235,/aɪnd/ | /aɪnd/,full,<b>a</b><b>a</b>bccb,pers00002,o5155-w0710
mind | bind,In slavish chains the human mind?,o5155-l33235,HOW long shall tyrant Custom bind,o5155-l33230,/aɪnd/ | /aɪnd/,full,<b>a</b><b>a</b>bccb,pers00002,o5155-w0710
draw | law,How long shall false fantastic Honour draw,o5155-l33240,"In spight of Reason's rule, and Nature's eldest law?",o5155-l33255,/ɔː/ | /ɔː/,full,aa<b>b</b>cc<b>b</b>,pers00002,o5155-w0710
fell | hell,"The vengeful sword, with fury fell,",o5155-l33245,"And ranc'rous Malice dark as hell,",o5155-l33250,/el/ | /el/,full,aab<b>c</b><b>c</b>b,pers00002,o5155-w0710
hell | fell,"And ranc'rous Malice dark as hell,",o5155-l33250,"The vengeful sword, with fury fell,",o5155-l33245,/el/ | /el/,full,aab<b>c</b><b>c</b>b,pers00002,o5155-w0710
law | draw,"In spight of Reason's rule, and Nature's eldest law?",o5155-l33255,How long shall false fantastic Honour draw,o5155-l33240,/ɔː/ | /ɔː/,full,aa<b>b</b>cc<b>b</b>,pers00002,o5155-w0710
bled | shed,Too many gallant youths have bled;,o5155-l33260,Too much of British blood been shed,o5155-l33265,/ed/ | /ed/,full,<b>a</b><b>a</b>bccb,pers00002,o5155-w0710
shed | bled,Too much of British blood been shed,o5155-l33265,Too many gallant youths have bled;,o5155-l33260,/ed/ | /ed/,full,<b>a</b><b>a</b>bccb,pers00002,o5155-w0710
laws | cause,"By Britons' swords, and that foul monster's laws:",o5155-l33270,"For Britain's just defence, and virtue's injur'd cause.",o5155-l33285,/ɔːz/ | /ɔːz/,full,aa<b>b</b>cc<b>b</b>,pers00002,o5155-w0710
dared | shared,Youths that might else have nobly dar'd;,o5155-l33275,More glorious wounds and dangers shar'd,o5155-l33280,/eəd/ | /eəd/,full,aab<b>c</b><b>c</b>b,pers00002,o5155-w0710
shared | dared,More glorious wounds and dangers shar'd,o5155-l33280,Youths that might else have nobly dar'd;,o5155-l33275,/eəd/ | /eəd/,full,aab<b>c</b><b>c</b>b,pers00002,o5155-w0710
cause | laws,"For Britain's just defence, and virtue's injur'd cause.",o5155-l33285,"By Britons' swords, and that foul monster's laws:",o5155-l33270,/ɔːz/ | /ɔːz/,full,aa<b>b</b>cc<b>b</b>,pers00002,o5155-w0710
youth | tooth,So when the fierce Cadmean youth,o5155-l33290,"Sprung from the dragon's venom'd tooth,",o5155-l33295,/uːθ/ | /uːθ/,full,<b>a</b><b>a</b>bccb,pers00002,o5155-w0710
tooth | youth,"Sprung from the dragon's venom'd tooth,",o5155-l33295,So when the fierce Cadmean youth,o5155-l33290,/uːθ/ | /uːθ/,full,<b>a</b><b>a</b>bccb,pers00002,o5155-w0710
