r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
nine | caroline,"DESCEND, and consecrate, ye sacred Nine,",o3396-l00005, The nuptial rites of GEORGE and CAROLINE:,o3396-l00010,/aɪn/ | /ærəlaɪn/,half-vowelrhyme,<b>a</b><b>a</b>,pers00347,o3396-w0010
caroline | nine, The nuptial rites of GEORGE and CAROLINE:,o3396-l00010,"DESCEND, and consecrate, ye sacred Nine,",o3396-l00005,/ærəlaɪn/ | /aɪn/,half-vowelrhyme,<b>a</b><b>a</b>,pers00347,o3396-w0010
way | obey," Nor courted, nor invok'd, but wing your way,",o3396-l00015," Yourselves inspired, my mighty theme to obey!",o3396-l00020,/eɪ/ | /eɪ/,full,<b>a</b><b>a</b>,pers00347,o3396-w0010
obey | way," Yourselves inspired, my mighty theme to obey!",o3396-l00020," Nor courted, nor invok'd, but wing your way,",o3396-l00015,/eɪ/ | /eɪ/,full,<b>a</b><b>a</b>,pers00347,o3396-w0010
sound | around,"And first, sweet Polyhimnia, muse of sound,",o3396-l00025," Verb'rate thy lyre; and, while thou spread'st around,",o3396-l00030,/aʊnd/ | /aʊnd/,full,<b>a</b><b>a</b>,pers00347,o3396-w0010
around | sound," Verb'rate thy lyre; and, while thou spread'st around,",o3396-l00030,"And first, sweet Polyhimnia, muse of sound,",o3396-l00025,/aʊnd/ | /aʊnd/,full,<b>a</b><b>a</b>,pers00347,o3396-w0010
filling | thrilling," Trembling Aether sweetly filling,",o3396-l00035," Thy rapturous airs so soft, so thrilling,",o3396-l00040,/ɪlɪŋ/ | /ɪlɪŋ/,full,<b>a</b><b>a</b>,pers00347,o3396-w0010
thrilling | filling," Thy rapturous airs so soft, so thrilling,",o3396-l00040," Trembling Aether sweetly filling,",o3396-l00035,/ɪlɪŋ/ | /ɪlɪŋ/,full,<b>a</b><b>a</b>,pers00347,o3396-w0010
control | soul,"Possess me, rule each sense at thy control;",o3396-l00045," Come, with thy melody entrance my longing soul.",o3396-l00060,/əʊl/ | /əʊl/,full,<b>a</b>bb<b>a</b>,pers00347,o3396-w0010
strain | again," Strain following strain,",o3396-l00050," Again, and yet again:",o3396-l00055,/eɪn/ | /en/,half-pararhyme,a<b>b</b><b>b</b>a,pers00347,o3396-w0010
again | strain," Again, and yet again:",o3396-l00055," Strain following strain,",o3396-l00050,/en/ | /eɪn/,half-pararhyme,a<b>b</b><b>b</b>a,pers00347,o3396-w0010
soul | control," Come, with thy melody entrance my longing soul.",o3396-l00060,"Possess me, rule each sense at thy control;",o3396-l00045,/əʊl/ | /əʊl/,full,<b>a</b>bb<b>a</b>,pers00347,o3396-w0010
thee | terpsichore,In gliding measure charm to thee,o3396-l00065," The playful nymph Terpsichore,",o3396-l00070,/iː/ | /ɪkəri/,half-pararhyme,<b>a</b><b>a</b>bccb,pers00347,o3396-w0010
terpsichore | thee," The playful nymph Terpsichore,",o3396-l00070,In gliding measure charm to thee,o3396-l00065,/ɪkəri/ | /iː/,half-pararhyme,<b>a</b><b>a</b>bccb,pers00347,o3396-w0010
askance | dance," With ease, and grace, and look askance:",o3396-l00075," In winning guise, she leads the mazy dance.",o3396-l00090,/æns/ | /ɑːns/,half-pararhyme,aa<b>b</b>cc<b>b</b>,pers00347,o3396-w0010
burning | turning," Her panting bosom burning,",o3396-l00080," As, twining, twisting, turning,",o3396-l00085,/ɜːnɪŋ/ | /ɜːnɪŋ/,full,aab<b>c</b><b>c</b>b,pers00347,o3396-w0010
turning | burning," As, twining, twisting, turning,",o3396-l00085," Her panting bosom burning,",o3396-l00080,/ɜːnɪŋ/ | /ɜːnɪŋ/,full,aab<b>c</b><b>c</b>b,pers00347,o3396-w0010
dance | askance," In winning guise, she leads the mazy dance.",o3396-l00090," With ease, and grace, and look askance:",o3396-l00075,/ɑːns/ | /æns/,half-pararhyme,aa<b>b</b>cc<b>b</b>,pers00347,o3396-w0010
strain | pain,"Now soft and soothing be thy strain,",o3396-l00095," To ease the fond Erato's pain,",o3396-l00100,/eɪn/ | /eɪn/,full,<b>a</b><b>a</b>,pers00347,o3396-w0010
pain | strain," To ease the fond Erato's pain,",o3396-l00100,"Now soft and soothing be thy strain,",o3396-l00095,/eɪn/ | /eɪn/,full,<b>a</b><b>a</b>,pers00347,o3396-w0010
more | deplore," Whisper, that in her realm, no more",o3396-l00105," False, fickle love shall she deplore;",o3396-l00110,/ɔː/ | /ɔː/,full,<b>a</b><b>a</b>,pers00347,o3396-w0010
deplore | more," False, fickle love shall she deplore;",o3396-l00110," Whisper, that in her realm, no more",o3396-l00105,/ɔː/ | /ɔː/,full,<b>a</b><b>a</b>,pers00347,o3396-w0010
surprise | arts," Bid her behold, with glad surprise,",o3396-l00115," Her mistress in Love's tender arts,",o3396-l00120,/aɪz/ | /ɑːts/,half-pararhyme,<b>a</b><b>a</b>,pers00347,o3396-w0010
arts | surprise," Her mistress in Love's tender arts,",o3396-l00120," Bid her behold, with glad surprise,",o3396-l00115,/ɑːts/ | /aɪz/,half-pararhyme,<b>a</b><b>a</b>,pers00347,o3396-w0010
isle | dry,"A princess comes, to bless our isle,",o3396-l00125,"Bid her the trembling tear to dry,",o3396-l00140,/aɪl/ | /aɪ/,half-vowelrhyme,<b>a</b>bb<b>a</b>aa,pers00347,o3396-w0010
